Emo Choices,Emo Label,Cause Choices,Cause Label,Emo Res 1,Emo Pred 1,Cause Res 1,Cause Pred 1,Emo Res 2,Emo Pred 2,Cause Res 2,Cause Pred 2,Emo Res 3,Emo Pred 3,Cause Res 3,Cause Pred 3,Emo Res 4,Emo Pred 4,Cause Res 4,Cause Pred 4,Emo Res 5,Emo Pred 5,Cause Res 5,Cause Pred 5
"['失望', '生气', '自豪', '惊喜', '尴尬', '绝望']",3,"['她认为她的巴克拉瓦非常完美', '尽管她不喜欢自己做的千层酥，她还是对女儿很喜欢它很惊喜', '她的女儿刚刚回到家', '巴克拉瓦并未被毁掉']",1,"在this situation, 多蕊最后会怎样推测？

根据文章描述， Multiple 的做法失效了。面皮不坚软，而且内夹也溢出了碗",-1,"笔者认定：多著在发現千 layers餅乾制造失敗时会 Feeling hopeless的原因是：

（d）巴基罗玛没有被灭了。 
 多味知道自身的料理",3,"在this situation, 多尔最后会怎样摸舍？

根据文章描述， Multiple 的做法失效了、面皮不够醇腿、内具也掉出了碗子",-1,"Based on the scenario, the correct answer is (b): 多рэ认可即使受到失望的情怀，也依然对孩子备有喜爱的气度。 This is because the daughter has just returned home, and the mother is still hope",1,"在this situation, 多尔最后会怎么样？

根据文章描述， Multiple 的面粉不够醇腿， internal 也是爆着出了来，导致蛋疙瘩",-1,"Based on the scenario, the correct answer is (b): 多莎认可自身的吃法不错，习气不好。 Here's the reasoning: 

1.  Multiple choice options: The options are (a), (c), and (d).
2. Scenario: According",0,"在 this 情景下, 多丽最后会怎样推敲？

根据文章描述， multiple 的面粉不够透暖，导致面饼受损，而�",-1,"Based on the scenario, the answer is (b).

Multiple choice options: 
  (a). 多蕊认可吃自制的甜点完全完善。 �
   (c). Her daughter had just returned home. ���ubble
    (d).",3,根据情节描述，最likely answer是（a）失落。多丽在发現制造失敗后， daughters 回家并嘗試了吃，便給妈媽翹起了大的�,0,根据文章描述， Multiple Choice 中的矛珍选擇是（b）即叶孤不是喜喜自制的 ты千�Layer 饼，乃至于对妈婆强�,1
"['失望', '生气', '惊喜', '绝望', '自豪', '尴尬']",2,"['他的妻子欣赏他的努力，即使发现了他的错误', '他的妻子欣赏他的努力，喜欢他的画', '他认为他花了一副完美的画', '他在画画时犯了错并且很在意']",1,"在西奥的情景下, 最后会怎样挺情？

根据提问的内容，可以确定西撒的心理状态：
1. 西窑在画寸勺的过程中，花费了多",-1,Answer: (d). 西撒费要总是在绘画过程中略有不满，因为 он认定自己画的不准确。,3,"在西撒文最后会怎样挺？

根据文章中提到的情节，weston最後會 feeling（b）生�urger。
这是因为他最初画了自己已经过世的爱狗的 portaits，并�",1,"Answer: (d）He made a mistake while painting and is feeling embarrassed.

Explanation: Simon is embarassed because he made an error in painting his beloved pet's portrait. He spent a lot of time and effort on the painting, but the result is not what he intended. His wife'ss praise does not change",3,"在此情景下, 西撒мон最后会拥有(C)激喜的情怒。

他已经花费了多少时间和精力画画自己的过去寵物，并且最後發",2,"Answer: (c）他recognizes that he has spent a perfect week painting his beloved pet's portrait, but with the wrong fur color.

Explanation: Simon feels surprised and delighted because he recognizes the effort and time he spent painting the portrait and is proud of the result, even though it is not accurate in terms of furcolor",2,"在西撒文最后发現他画的狗的髮发色 incorrect 时, his wife's reaction of ""这就是你记忆中的模样"" 可能会让他 feel: 

Option (c): 驚喜 (surprise)
。",2,"Answer: (b）his wife appreciates his effort and likes his painting.

Explanation: 
Western (Simon) feels surprised and happy because his wife praises his efforts and appreciation of his paintings, even though he made a mistake in painting the fur color. His wife's positive feedback and encouragement make him feel",1,"在西撒的情景下, 西 Simon 最后会怎样振？

 based on the situation, it is likely that Simon will feel: 
   (c） Surprise
  Simon is an amateur artist who spent a week painting a portrait of his late pet. After completing the painting, he",2,"绝对是（a）。

根据文章提供的情节，Western 花一星星多的时间画了她的前几期寻找帮助，并在完工后发現了自己的 mistake。 在此",0
"['气恼 & 生气', '气恼 & 伤心', '气恼 & 尴尬', '尴尬 & 生气', '感激 & 尴尬', '感激 & 开心']",5,"['他的老板出现并夸赞了他的作品', '他的同事不喜欢他的艺术作品', '没有同事前来', '他不喜欢自己的画']",0,"根据情节描讲，在安培最后会怎样挺情？

安特 finalmente有了展示他画图的机会，并且他老婆出场了并嘘赞了安的作品。这种情景可",-1,"笔者认为正确的选択是（a）他老姐出現并褒賞他作�。 reasoning as follows: 

* 安吉的 exhibition 已经开张了, 且没人来参考。 这意味�",0,"Based on the scenario, it is likely that Andy will feel: 

（d）屈辱 &amp; 羡慕
  Andy has put in a lot of effort and dedication to set up the exhibition and invite his colleagues, but no one showed up. Just when he is about to pack up",3,笔者认为正确的选択是（a）他老公出現并褒贬了 его作業。根据情节描讲，안蒂（Andy）经历了很多困难和挫��,0,"Based on the scenario, the best answer is (e): 安慰 &开 Heart.

Here's why: 
After weeks of hard work and determination, Andy finally set up his exhibition and displayed his artwork. Although he invited all his colleagues, no one showed up. Just as he was about to pack up and leave",4,Answer: (a). 安培的总监出场并褒别他作为技匠。,0,"在安第的情景下, 他最后会把握依然有很多挫敗和失望的沟通概念，因此选擇（c）毫不困难。",2,"笔者认为安培会受到以下情投情症的推动：

（c）没人来访问他展itions。这使得他毫不意外地沮丧和挫敗，��",2,"在this scenario, Andy最后会have the following feelings: 

（d）害羞 &挫折
  Andy is embarrassed that no one from his team attended his exhibition, and he feels defeated. He is also disappointed because he had put in a lot of effort and had high expectations for",3,"Answer: (c] He didn't have any colleagues come to the exhibition.

Explanation: Andy feels embarrassed and frustrated because he had invited all of his colleages to his exhibition, but none of them showed up. This lack of support and attention from his peers is likely to make him feel disappointed, hurt,",0
"['愧疚', '反对', '惊喜', '尴尬', '嫉妒', '紧张']",2,"['他被评为前六名的艾伯特', '虽然他最初对自己的失败感到失望，但是被取消资格的选手让他进入了前五，使他赢了赌注', '他证明了他的父亲是对的', '他的父亲准备给他买一台新的笔记本电脑']",1,"在此情形下, 迈佛特的末日总会是（c）激喜。他原本没能进前五名, yet he suddenly has the opportunity to enter the top five due to the disqualification of another student. This is a fortunate turn of events for him",2,"Answer: (b). Although he initially felt disappointed about not making it into the top five, the disqualification of one of the candidates moved him up the rankings and he ended up in fifth place, winning the bet with his father.",1,"Based on the situation, the best answer is (c), 词汇激动。Here's why: 

After working hard and striving for a goal, 亚佛特 did not achieve it, and he felt disappointed and frustrated. However, when he found out that one",2,"综合情节，可以确定肯定的情景是：

（b）距离自身的成熔被抹除，由于其他人的作侵，进而使自已进到前 Five名。 
因此，选��",1,"在 this situation, 辛亥 would most likely feel: 

（c）激喜。",2,"绝对是（b）违反范围的選項。根据提供的情节，如下所說：

在考试结束后，学生们的名次公告。萧丽是第一，�",1,"在此情景下, 萧亮最后会怎样把握情形？

 Answer: (c]激喜。",-1,"Answer: (b]

Explanation: In this situation, 依托特 (Albert) would feel anxious because he initially failed to enter the top 5 and was not awarded the laptop, but then he found out that one of the students who ranked ahead of him was disqualified for cheating, which means he has",-1,"在 this situation, 萧亮可能会 feeling 的是：

（c）激喜。 
 在评分结果发布后， 他的表现并没能进前五名,但是由于其他一位选 спорт的作����",2,绝对是（b）违反负面情焰。考试结束后，选thesaurus被发現作��假，这意味着茨俪拿到了第五名。这使得萧�,1
"['生气', '释怀', '娱乐', '绝望', '伤心', '愧疚']",1,"['她被她的老板表扬', '她终于满足了客户的期望', '起初，她对自己的一天感到沮丧，但是她开始跳舞来减轻压力，并感到轻松释怀', '客户在多次修改后接受了她的工作。']",2,"Based on the situation described, it is likely that 蜜柔 (Mi Mi) will have a feeling of: 

（c）媚乐 (entertainment)
After a stressful day at work, Mi Mi releases her tension and frustration through dancing, and she feels entertained and relieved",2,简单来说，选擇（c）起因于媒体报道。描繪出了潘朵拉的情懷，从悲伤到开心，经快速的转变，最終激,2,"Based on the scenario provided, it is likely that 李敏 (潘惠美) will feel relieved after dancing. The act of danicing allows her to release her pent-up emotions and tensions, and the feeling of freedom and joy that comes with it can help her forget about her troubles for a while. Therefore",-1,"Answer: (c] She initially felt frustrated and down about her day, but she started dancing to relieve the pressure and felt a sense of release.",-1,"Based on the scenario, it is likely that 蜜柔 (Mi Mi) will feel: 

（c）婵游 (entertained)
After a stressful day at work, she releases her emotions through dancing and seems to enjoy the experience, as indicated by the fact that she ""开",2,"Based on the scenario provided, the correct answer is (c): 普通 initially felt depressed about her day, but she started dancing to relieve her stress and felt a sense of release.

Here's a breakdown of the situation: 
* 初始状态：混乱 (a, b",2,"在this situation, 最后推出的概率是（c）婵游。描述中提到的哭鸣、踢落包、开舞和向 self 点頭都是表达欢乐和放松的",2,"Answer: (c). �CLOSING her eyes, taking a deep breath, and starting to dance allows her to release her stress and feel relaxed.",2,"基于情节描述，可以确定�lisette最后会抵挡以下某种態度：

（c）嬉戏。 
这是因为，虽然刚听说老公批�",2,"Based on the scenario, the correct answer is (c). 推断：

在this scenario， 铃鸣的气息和强硬的表现是因为听到客人多 times rejecting her work, which led to her boss's reprimand.",2
"['反对', '娱乐', '害怕', '紧张', '气恼', '无感']",1,"['他享受被称为糟糕的司机的感觉。', '他热爱交通', '他发现对他大喊大叫的人是他爸爸，是个惊喜', '他喜欢对抗']",2,"在小안這种情況下最後會有哪樣的態度？

 Based on the situation, the most likely attitude that Little An would have is: 
（d）快胜（tension）.
 Little Ann would feel tense and uncomfortable",3,"绝对是（c）他発现對他噪声大大的 person是 его祖猷。在小안這种情況下, he would feel embarrassed because he didn't expect his father to be the one yelling at him, and he might also",2,"Based on the scenario, it is likely that Little An will feel: 

Answer: (d] Tense.
  Little Ann may feel tense because he is facing a situation where someone is yelling at him, and his father is involved. He may be worried about how hisfather will react and how the situation will be resolved.",-1,"笔者认为正确的选择是（c）他発现對他嚷哄的 person是 его祖绪。以下是缘由：

小杏在路过时采取了一些行为，导致了",2,"在小안這种情況下最後會有哪樣的態度？

answer: (d）緊張。",3,"Answer: (c）He discovers that the person who shouted at him is his father.

Reason: Little An's feeling of tension is caused by the surprise of discovering thatthe personwho shouteda himis hisfather, which leads to a mix of emotions, including shock, embarrassment, and possibly even fear.",2,"在 this situation, 小안最后会 feeling 互相如下：

（d）突然，因为他意外地发现对方是自己的妈咪。这会让他惊艰困扁，不知道",3,"绝对是（c）他発现對他嚷呵的 personne是his father，is a surprise。在這個情況下,小안會懷疑自己是否真的不會開車，而且也會有一",2,"在小안這种情況下最後會有哪樣的態度？

 Answer: (d）緊張。 
 小anh驾辆不稳，陌生人對他呵斥，然後",3,"绝对是（c）他発现對他巨响吵的 person是 его祖甸的。在這個情況下, 小杏會懷疑自價是不是真的很�",2
"['嫉妒', '生气', '失望', '气恼', '感激', '紧张']",1,"['我没有被邀请参加生日派对', '虽然我一开始只是恼火，但发现朋友在说我的坏话，我的恼火变成了生气', '我的朋友没有提前告诉我关于派对的事情', '我总是被排除在派对之外']",1,"Based on the situation you described, the most likely emotion you would feel is: 

（d）毅攘
  This is because you feel upset and hurt because your friend did not invite you to their birthday party, and you also found out that they were talking behind your back. These actions would likely cause feelings of",3,"简单来说，你懂得某种情抵。你的情绪潮流如下：

1. 沮丧（a）：你没被invited to your friend's birthday party.
2. Irritation（b） : You",1,"Based on the situation you described, the most likely feeling you would have is: 

（d）怒憤
  This is because you feel excluded and disrespected by your friend's behavior, and you may feel angry or upset that they would speak negatively about you behind your back.",3,简单来说，你應该选择（b），因 как你的情绪从惧火转变为生活，这与你发現摯友说你壞话有关。,1,"在this situation, you may feel: 

（c）失落
 。You may be feeling disappointed that your friend didn't invite you to their birthday party, and you also found out that they were talking negatively about you behind your back. This combination of feelings can lead to a sense of loss and disappointment.",2,"简单来说，你会 feeling disappointed 的原因是：

（b）跟你的好友说的话有所不同，从原来的预期中受到了打击。你原本只有抱歉火的情绪，而",1,"基于你提供的情节，在我们的讨谈中，你最 likely 会报以以下某种束缚措施：

（d）毅躁
因此，简要回私",3,绝对是（b）！你的情矢是由把握到你被 exclude 的 sentiment 转化为生活的 anger，这是一种很常考的选择。,1,"根据你提供的情节，最 likely 的推论是：

（c） 心情低落，沮丧，失莱。",2,"笔者认为精神状态的变化是由于以下原因：

（b）跟摩天的发展。在开头，只有惊讶和沮丧，然而，发現把戲的人在гово",1
"['害怕', '尴尬', '充满希望', '绝望', '感激', '反对']",2,"['他的老板赞扬了小尤的努力', '他的老板总是会批评小尤', '虽然这些严厉的评论让他感到伤心和失望，但他意识到他可以做得更好，并开始完善', '小尤喜欢向团队展示他的想法。']",2,"在小小的情景下, 小渠会把握这次的互动机会，努力完成自身的提升，因此选择（c）填察希HOPE。",2,简单来说，选择（c）是正确的。即使小护有些受到了嚴刻的Feedback，也意味着他有机会进一渊进，从而激勵他更加,2,"Based on the scenario, the most appropriate answer is (c] filled with hope.

Little Yo is excited to present his innovative ideas to the team, and he is determined to improve his details and expression after receiving strict feedback from his boss. He is motivated to learn and grow, which is reflected in his willingness to re-read",-1,简单来说，选题（c）是正确的。即使小易受到了刻薪的Feedback，也意外到自我完成。这是因为小胥认为，苛剑的回饶至,2,"Based on the situation described, the best answer is (c):  filled with hope.

After being criticized by his boss, Little Yo analyzed the feedback and realized that it was a necessary condition for his progress. He then started to refine his ideas and improve his presentation. This experience would likely leave him feeling hopeful and motivated to",2,"精确的回狀是（c），詳細如下：

在小郭的情況下, he feels hopeful because he recognizes that the strict feedback from his boss is a necessary condition for his progress. Although the comments hurt his feelings and made him feel disappointed,",2,"Based on the situation, the best answer is (c]含着希 Hope.

Little Yu is excited to present his innovative ideas to the team, but his boss criticizes the details and expression. Instead of feeling discouraged, Little Yu analyzes the feedback and realizes that it is a necessary condition for his",-1,"Based on the scenario, the answer is: 

（c）跟他们的互动营造了一种激增的效果，使他更加积整地表现出他自身的才华。  Little Yao felt opposed because although the strict feedback",2,"Based on the scenario, the best answer is (c):  filled with hope.

After analyzing his boss's feedback and realizing that it is a necessary condition for his progress, Little Yue feels motivated to improve his ideas and starts to refine them. He is determined to learn from the experience and make his thoughts clearer, which fills",2,"积攒在（c）背景下。追究原因：

在小学生受到了他老师的依賴和肯定，然而，在成年后，这样的行为可能会导致他变",2
"['尴尬', '自豪', '嫉妒', '伤心', '惊喜', '失望']",4,"['他的父母设法参加了他的庆祝活动和他哥哥的棒球比赛', '他以为父母会忽视他时，他们却出现来支持他', '他的完美学业记录给他带来了很多满足感', '小利独自在舞台上，喜欢这种关注。']",1,"在小李的情景下, 最后会怎样挺 feeling?  answer: (b] self-satisfaction.

Reasoning: 
Little Li's parents are ignoring him, but he is still proud of his perfect academic record. When he sees his parents in the audience, they are",-1,"简单来说，积极的情绪状态是：

（b）他认为母亲会ignore him，but they appeared to support him。 
  Little Li felt disappointed because he thought his parents would ignore him, but they showed up to Support him instead.",1,"在小李在舞场上看視到票场的情景下, 他会怎样摸 sentiment?  Based on the situation, the most likely answer is: 

（b）自о� (proud)
  Little Lee's inner pride and satisfaction in his perfect academic record will",1,绝对是（b）！小李的 interior 挥发是因 как他认为家长会不会参与他自身的活動，而家長們實際上出現了，支援他。這使他應得到了自我,1,"在this situation, 小ili will finally have the following feeling: 

（b）自���
The correct answer is (b): self-confidence.
 Little Li's inner pride and self -confidencwere affirmed when he saw his parents smiling and applauding for him, despite their previous neglect.",1,"简单来说，积极的情绪和自信心是小ili的主要原因。以下是解释：

（c） 完全学業记錄給他提供了大量的自我认可和报�",2,"在小李被找到离别的情景下, 最后会怎样摸脸? 

根据文章中的descriptions, it can be inferred that Little Li will have a feeling of: （b）Self-respect.
  Little Lee",1,"综合所有选题，最合适的选择是（c） his perfect academic record gave him a sense of satisfaction.

在此情景下,  pequeño Lee 的 parents 不能参与他의 劳动党活動和儿子的 baseball",2,"在小李最后看著他热硬的脸 expressions 时, he will have the following feelings: 

Answer: (b）自欢",1,"积极回盘：

根据文章中提到的信息，可以确定小util的情怀是由以下因素所塑造的： 
  
（c）  his perfect academic record gave him a sense of satisfaction。 因此，选��",2
"['失望', '生气', '悔恨', '惊喜', '悲观', '期待']",3,"['他只喜欢坐在外面', '他最终可以拍下他一直寻找的鸟的照片了', '乔有一台新相机', '他喜欢坐在树枝上。']",1,根据情节描述，最后产生的束缚情怀是优渥的情矢，因为且這只是一个简单的故事，这只 bird 的反复出现和消失可,-1,"简单来说，选擇（b）是正确的。亚ccoording to the scenario, ジョーは最初は bird を捕獲することに失敗したが、 bird  が戻って来たため、彼",1,根据文章中提到的情节，在且在许多努力后終于捕抓到藍鳥，然後却逃脱了，最后降落回到某檔樹梢,-1,"Answer: (d）He likes to sit on tree branches.

Explanation: In this situation, 吴 (Joe) is waiting for the blue bird to come back, and he is sitting on a tree branch. This indicates that he enjoys sitting in this location and is comfortable doing so. Therefore, the correct answer is (",3,根据情节描述，最后且只有一个选擇是正确的。因此，简直回狂犹豫不似，选取（d）激喜。,3,"笔者选擇：（d）他们喜好困在樹條的上方。 

解释：亚当的描述表明且在卧床上待了充分的時間，��",3,"Based on the situation, the best answer is (d]激动。 Here's why: 

After several months of searching, John finally found the rare blue bird he had been looking for, and it perched on a tree branch, making him very happy. However, just as he was about to take a picture, tbe bird fle",-1,"Answer: (d). He likes to sit on tree branches.

Explanation: In this scenario, Jack is waiting for the rare bird to return so he can take its picture. He has already found the bird and is eagerly waiting to capture its image. Therefore, the correct answer is (c). He likES to Sit on Tree Branch",2,根据故事情节，最后产生的束缚是促使临时离别的情怀，这种情矢是让人挥衣服、快速抽菸的行为，,-1,"Answer: (d）He likes to sit on tree branches.

Explanation: In this scenario, 胡 (Joe) is waiting for the blue bird to return so he can take its picture. Since he likES to Sit on Tree Branches, he is anticipating the bird's return because he wants to take a picture",3
