Emo Choices,Emo Label,Cause Choices,Cause Label,Emo Res 1,Emo Pred 1,Cause Res 1,Cause Pred 1,Emo Res 2,Emo Pred 2,Cause Res 2,Cause Pred 2,Emo Res 3,Emo Pred 3,Cause Res 3,Cause Pred 3,Emo Res 4,Emo Pred 4,Cause Res 4,Cause Pred 4,Emo Res 5,Emo Pred 5,Cause Res 5,Cause Pred 5
"['失望', '自豪', '绝望', '生气', '惊喜', '尴尬']",4,"['她认为她的巴克拉瓦非常完美', '巴克拉瓦并未被毁掉', '尽管她不喜欢自己做的千层酥，她还是对女儿很喜欢它很惊喜', '她的女儿刚刚回到家']",2,"根据情节描述，在多芮最后会怎样排斥情抵？

根據情景敘說， Multiple Choice 中的給母親當大勢臂的動作和",-1,"Based on the scenario, the best answer is (c): 多妞不想自家凤梨，依然对孩子喜爱。 This is because Multi-layered cake is a traditional Chinese dessert that is often served during special occasions, and 玛琳",2,"根据情节描述，可以确定多萝最后会怎样推测。在面临失效的情景下, 多含的激情和情投会导致多种情矢。因此，我",-1,"根据文章描述，Multi在制造萝卜千 layer 饼时失去了控制，导致面 layer不均匀，并且内夹物也溢出了碗子。在此情景下,",-1,"根据情节描述，最 likely answer is (b）自娱。Multiple choice options are: 

a. Disappointed
b. Pride
c. Hopeless
d. Angry
e. Surprised
f. Embarrassed.
The correct answer: b.",1,综合情节，可以确定多著怀有自我坚持的態度，因此选擇（c）夹在内心的喜追。多姐认可自身的努力和吃力，虽,2,根据情节描述，最 likely 多著会把汤匙扔进碗中，然后怒斥孩子。因此，笔者选擇的精确猜测是（f）,5,"Based on the given scenario, the answer is (c): 多慧不想自家吃的百叶皮，且对孩子却满怀喜心。 This is because Multi-grace (多贤) in the scenario is feeling embarrass",2,"根据情节，在多尔在发現制造失敗的千layer餅乾時，her daughter却回家並嘗試了它，來到了以下情況：

 Multiple choice: 
a.  disappointment",-1,"Based on the given situation, the answer is (c): 多辣椒不想自家凉风， despite the fact that she is not satisfied with her own thousand-layer cake, she still likes it very much and is surprised that her daughter likES it.

The reasoning is as follows:",2
"['生气', '尴尬', '自豪', '失望', '惊喜', '绝望']",4,"['他的妻子欣赏他的努力，喜欢他的画', '他在画画时犯了错并且很在意', '他的妻子欣赏他的努力，即使发现了他的错误', '他认为他花了一副完美的画']",0,"在西撒的情景下, 西姆最后会怎样振？

根据文章描述，western的画作被他夫人认出，她认为这是往事记忆中的模样。这可能",-1,"笔者认可：西姆恩会对这种情景总会有着紧张和痛苦的情矢，因为：

（c）他의媒婦喜爱他尽善的图",2,"Based on the situation, it is likely that Simon will feel: 

（c）自卑
Simon is an amateur artist who spent a lot of time painting a portrait of his late pet. After completing the painting, he stepped back and realized he got the fur color wrong. Just then, his wife saw the picture and exclaimed, """,2,"绝对是（c）！西撒贡的情总是满足的，因为his wife appreciated his effort, even though he made a mistake. This suggests that she values his dedication and effort more than the perfect outcome.",2,"在此情景下, 西撒мон最后会怎样挺心？

根据提供的情节， west 在完工后发現他画的猫的fur color incorrect，而他却的记忆中，狗的 fur color",-1,笔者选择（c）西门的夫人总是喜乐他们的优秀尝试，而不是他画的完善。这种情況下西門会对自己的作品懷念，因为��,2,"Based on the situation, the most likely feeling that Simon will have is: 

（c）自卑
Simon's painting of his beloved pet'smember has been completed, but he realizes that he has made a mistake with the fur color. His wife sees the painting and exclaims that it is exactly how she rem",2,"笔者认定：（c）他의媒体推特爱好他们的作品，并喜眩发生在其中的过程。

解释：
在西撒文的情景中， он描绘了已经过",2,"Based on the situation, it is likely that Simon will feel: 

（c）自卑。
Simon spent a lot of time and effort painting a portrait of his deceased pet, and he was so proud of the result that he showed it to his wife. However, he made a mistake with the color of their pet's fur",2,"绝对是（c）他의媒嫁怜讷他の勤奋，好像发現了 его的錯誤。

根据情节描述，Western 花费了多少星周画了��",2
"['感激 & 尴尬', '气恼 & 生气', '尴尬 & 生气', '感激 & 开心', '气恼 & 尴尬', '气恼 & 伤心']",3,"['他的同事不喜欢他的艺术作品', '他不喜欢自己的画', '他的老板出现并夸赞了他的作品', '没有同事前来']",2,"在此情景下,安第最后会怎样掌握情矢？

根据提供的情节，可知安 third 逐渐受到了鼓勵和肯定，从而使得他摒",-1,"纯粹根据文章提供的情节，可能的缘由是：

（c）他老婆出現并褒贬了 его作piece。 
安提的沮丧和心碎可可是因为他",2,"根据情节，在安培最后会怎样挺身，可能是：

（d）欢乐&满足。因为他已经做出了很多卫，最好的结果是他得到了老领导",3,笔者认为积极的选擇是（c）他老姐出現并褒贬他作，因为安培在尝试勉强自我表达，并且没人来支持，可能��,2,"在此情景下,安德烈最后会怎样挺心？

根据情节描讲,管理员表示赞誉安的作品，表现出对他技巧的肯定和认可。在面对这",-1,纯粹根据情节描讲，选擇（c）他老婆出現并褒封他作畫。,2,"在 this scenario, 安培 (Andy) will most likely feel: 

（d）惊讶 & happy.
  Andy has been working hard and preparing for this exhibition for weeks, and he has invited all his colleagues to attend. However, no one showed up, leaving him feeling disappointed and fr",3,简单来说，积极的选擇是（c）他老徒出現并褒崇了安第的创作。这种情景下安提会 feel grateful 和开 Hearted 因为他们的领导人表示了对他,2,"Based on the situation, the best answer is (c): 谦卑 &生动.

Andy feels embarrassed and frustrated because no one came to his exhibition, but his boss praised his skills and talents. He is not sure if he should be grateful or not, and he feels a mix of emot",2,"纯粹根据情节描讲，可能的缘由是：

（c）他老 patrón appeared and praised his work.
安提的情怀是因为他经历了很长时间的挫折和失",2
"['尴尬', '惊喜', '嫉妒', '愧疚', '反对', '紧张']",1,"['他证明了他的父亲是对的', '虽然他最初对自己的失败感到失望，但是被取消资格的选手让他进入了前五，使他赢了赌注', '他的父亲准备给他买一台新的笔记本电脑', '他被评为前六名的艾伯特']",1,"在 this situation, 辛亥 would most likely feel: 

（b）激喜。  He would be thrilled to know that he has a chance to receive the reward even though he did not make it to the top 5 initially. The fact that one of the students who initially made it into thetop  five",1,"在上述情景下, 为何耶鲁会有激动呢？因此，选择（b）是正确的。背景知識：落选的学生在获得荣誉的情形下��",1,根据情节，在评举结果公告时距离前五名的较远，但隔天发現前 five名里的其中一位选战因作侵犯規则而被剥�,-1,Answer: (b],-1,"在考虑到词语的拼写和语境时, 最 likely answer is (b]悸喜.

根据提问的情节， 茵佩特的目标是进行前五名以获得礼物，��",-1,"Answer: (c） his father is preparing to buy him a new laptop.

Explanation: In this scenario, 阿侯 has not entered the top 5, but the person who was initially ranked above him has been disqualified for cheating. This means that 아俊 has moved up to the 6th",2,"在此情形下, 藝佰特會有（d）慚恐的满意识。他原本没能进前五名,且没法得到礼物，便是因為别人的作亂被",3,"Answer: (c] His father promised to buy him a new laptop if he graduated and entered the top 5, but now that he has only ranked 6th, he feels embarrassed because his father will not fulfill his promise.",-1,"在此情景下, 贝勃特的最后沉浸情矢是：

（b）激喜。",1,Answer: (b）跟他失去的是一个新硬件。,1
"['生气', '绝望', '释怀', '愧疚', '娱乐', '伤心']",2,"['她终于满足了客户的期望', '她被她的老板表扬', '客户在多次修改后接受了她的工作。', '起初，她对自己的一天感到沮丧，但是她开始跳舞来减轻压力，并感到轻松释怀']",3,"在this scenario, 最后漫 will have the following feelings: 

Answer: (e] Entertainment.
  After a long day of work and being rejected by her clients, Momo can finally let go of her stress and frustration through dancing. She feels relieved and entertained by the dance, and the feeling of freedom",-1,简单来说，选擇（d）是正确的笔记。在情节中描纹出的情报是：激发的气息使得某些人会想要躲避或锁定自我，,3,"Based on the situation you described, it is likely that 艺术排舞 (涯) will have the following feelings: 

Answer: (e）寸戏.
  The word ""厉扰"" (lì shàng) in Chinese means ""to vent one",4,"Based on the situation described, the correct answer is (d).

After a stressful day at work, where her client rejected her work multiple times and she was scolded by her boss, 排毒 (Meng) feels entertained when she starts dancing at the dance studio. This is because she feels a sense",3,"根据描述，最后找到满护的情況是：

（e）嬉乐。",4,"Based on the scenario, the correct answer is (d): 折衣气馆。 

In this scenario， 牛排 (漫画人物) is feeling depressed and frustrated after being rejected by her clients multiple times, leading to her boss scolding her",3,"在this situation,  Based on the description, it is likely that  will have the following feeling: 

Answer: (e] entertainment.
  After a stressful day at work, she releases her stress and frustration through dancing, which brings her entertainement and joy.",-1,"Based on the scenario provided, the best answer is (d):  Initially, she felt depressed about her day, but she started dancing to relieve the pressure, and she feels relaxed.

Explanation: The scenario describes how 潜涨 (漫) felt frustrated and hurt after her customer rejected",3,"在 this situation,  Based on the description, it is likely that 蜜柔 (潘朵) will have a feeling of 解悟 (c).

After being rejected by her clients multiple times and receiving a scolding from her boss, she releases her frustration by dancing and shouting",2,"简单来说，这是一个描繪某人通过踢趾喷气来鬆弛吃力的场景。在此情景下,漫画人物末米温（涂�",-1
"['反对', '害怕', '气恼', '无感', '娱乐', '紧张']",4,"['他发现对他大喊大叫的人是他爸爸，是个惊喜', '他热爱交通', '他喜欢对抗', '他享受被称为糟糕的司机的感觉。']",0,"在小안這种情況下, 最后会拥有以下束情貌丽：

（c）激昂
因为小anchor在路过的人開著不尋常的輕聲嘶",2,"Answer: (b] He loves traffic.

Explanation: Little An is feeling frustrated because he lovese traffic, and the person who was yelling at him for driving poorly is his father, who is unexpectedly criticizing him.",-1,"在小안這种情況下, 他最后会拥有以下杂散的態度：

（d）无情。 
因为在面临着罪极大的压力和强��",3,Answer: (a],-1,"Based on the situation you described, it is likely that Little An would feel: 

（c）激昂
  Little an may feel angry and defensive when someone yells at him for no reason, especially if that person is his father. He may also feel embarrassed and frustrated that his parent is behaving in",2,Answer: (a],-1,"在小안這個情況下, 最後會有哪樣的態度？

選项：
（a）反對
、（b）噩懼、
 （c）憤激、 
 (d）",3,Answer: (a).,0,在小안這种情況下最后会报以互斥的態度，因为他被困在交差点的压力和刺激下。他可能会覺得很沮��,-1,"Answer: (a). 小안发現对 him 大 吵 的 person 是 his father, is a surprise.

Explanation: 在 this situation,  Little An would feel embarrassed because he has just discovered that the person who is yelling at him is his own father. This is an unexpected and surprising",0
"['感激', '嫉妒', '气恼', '紧张', '生气', '失望']",4,"['我没有被邀请参加生日派对', '虽然我一开始只是恼火，但发现朋友在说我的坏话，我的恼火变成了生气', '我总是被排除在派对之外', '我的朋友没有提前告诉我关于派对的事情']",1,"Based on the situation you described, the most likely feeling you would have is: 

（c）憤怒.
  You feel upset and angry because your friend didn't invite you to their birthday party and then you found out they were talking behind your back. This would likely leave you feeling hurt, annoyed,",2,"简单来说，你会 feeling hurt 的原因是：

（b）跟你的好友说的话有很大的不一致，从而让你拥有不同的情抵。你原本只有憤懣，",1,"Based on the situation you described, the most likely feeling you would have is: 

（c）怒憤
  This is because you feel upset and betrayed by your friend's behavior, and you may feel angry that they did not invite you to their party and that They were talking behind your back.",2,精确地回私，这是一个非常常让人惊艳的问候！在我看来，绝对是（b）跟我开头的情报。我们的心理状态可以很快地变化,1,"在该情景下, 你最likely to feel 是(C)憤怒。 You feel upset and hurt because your friend didn't invite you to their birthday party, and you also found out that they were talking behind your back. This combination of feelings is likely to make you feel angry.",2,"绝对是（b）！你 initially felt upset because you weren't invited to the party, but then you found out that your friend was talking badly about you behind your back, which made you feel angry.",1,"Based on the situation you described, the most likely feeling you would have is: 

（c）憤怒。",2,"Based on the information provided, the correct answer is (b). Here's why: 

You felt upset because you were not invited to your friend'ss birthday party, but you also found out that your friends were talking bad things about you behind your back. This double betrayal, so to speak, led to a stronger feeling of anger",1,"基于你提供的情节，最likely的推论是：

（c）毅躁
。你因怒火而受到了伤害，并意外发现了他对你不良的舌战，这",2,精确地回狂：（b）跟抓到我开的情況。我们的 emotions 是由我所经历的 circumstance 和我对这些 circumstane 的理解而塑造的。在你的例子中，你没被,1
"['充满希望', '绝望', '反对', '害怕', '尴尬', '感激']",0,"['虽然这些严厉的评论让他感到伤心和失望，但他意识到他可以做得更好，并开始完善', '他的老板总是会批评小尤', '小尤喜欢向团队展示他的想法。', '他的老板赞扬了小尤的努力']",0,"在小小的情景下, 小于兴毅力地为帮助听众理解他创意的努力，但是被亚受的习惯和质疑所逼坏。这是",-1,简单来说，选Option (a): 即跟他老师的互动营造了一种挑战和反省的机会，致使他更加强调自我改进。这也是一个正常的情,0,在小ton的情景下最后会拥有的心理状态是（f）恭顺。根据文章描述， pequeño ton 分 analyze 了他老师的 feedback 并认为这是进程的 необходимые条例。这表,5,"精度的回简：

在小小的情景下, 这是一个正确的选择。 
根据文章中提到的信息，  small 对于他所受到老师的促进和反省的影响",-1,"Based on the scenario provided, the best answer is (f): 「惊豫」.

After being criticized by his boss, Little Yao feels surprised and humbled, realizing that he needs to improve his ideas and presentation skills in order to progress. He is not discouraged or hopeless, but rather motiv",5,"简单来说，选option (a):  although these strict comments hurt his feelings and made him disappointed, he realized that he could do better and started to improve.

Here's a more detailed explanation: 
Little Yu felt grateful because he understood that his boss' strict feedback was a necessary condition for his progress. He",0,"Based on the situation described, the best answer is (e): 不舍。Little Yu is not giving up on his ideas and is determined to improve them based on feedback from his boss. He is taking the necessary steps to revise and refine his thoughts, which shows his persistence and dedication to his work. Therefore, he is",4,Answer: (a).,0,"在小朋友受到伦敦的低调抨击后，最后会拥有以下某种態度：

（e）屈辱。",4,简单来说，选题（a）是正确的。根据文章描述，ittle Yoo 挺过坚韧地进一招，即使他在面对争辩时曾经惊葱,0
"['伤心', '嫉妒', '尴尬', '自豪', '惊喜', '失望']",4,"['他以为父母会忽视他时，他们却出现来支持他', '他的父母设法参加了他的庆祝活动和他哥哥的棒球比赛', '他的完美学业记录给他带来了很多满足感', '小利独自在舞台上，喜欢这种关注。']",0,"在this situation, 小ili最后会 feeling of (d] self-respect.

Here's why: 
 Although  little li' s parents are not attending his award ceremony, he still chooses to walk up on stage and accept his awards with pride. This shows that he values his achievements and is proud of himself,",-1,"Answer: (a).

Explanation: Little Li feels disappointed because he had assumed that his parents would ignore him and not show up to support him, but instead, they appeared in the front row and were clapping for him. This goes against his expectations and leads to his disappointment.",0,"Based on the given scenario, the most appropriate answer is: 

（d）自信。 小李在面对离别的情形下依然积极地上场，这表明他具有自我信任和自格。",3,绝对是（a）！小李的自信来源于他对离别的家长的期�望，而家長們對他表现出支付和關注，让他渐演化出自我認知和自,0,在小李被让做了一件很有自信的事情后，看著票房裡的家长们顺利铺开的微微嘻吮，突然意識到竟然是自家的,-1,绝对是（a）！小李的 interior 核心是担心离抚，而他发现眼前的情景与他所料的不同，这使得他怀疑自身的価值和重要性。,0,"根据情节描述，最后小李会怎样把步骤？

Answer: (d）自信。",3,"简单来说，积极的情绪来源于小ili的自信心和自我认知。以下是几个可能的原因：

（a）小li以前担心� parent neglect  him，but instead, they appeared to support him。",0,"在小李最后看著他热猛的背影时, 他会怎样摸满气？

 Answer: (d）自信。",3,"简单来说，积极的解释是：

（a）小李以 as 离别时他绝对会被寂宁 ignore，归而受到了突然的支撑。这使得",0
"['悔恨', '悲观', '惊喜', '失望', '期待', '生气']",2,"['他最终可以拍下他一直寻找的鸟的照片了', '他只喜欢坐在外面', '他喜欢坐在树枝上。', '乔有一台新相机']",0,"在情节中，由于且遇到了两次机会产生让人满意的结果，因此似的某些情怀会萃取出来的是：

 chosen answer: (c）激喜。",2,"Answer: (b] He only likes to sit outside.

Reason: In this scenario, Jack is only happy because he finally found the rare bird he has been looking for, but the bird flew away just as he was about to take a picture. This suggests that Jack enjoys the process of searching for and finding rare birds, rather than the",-1,"在上述情景下, 且終会把握到的总体概念是“让我满足的奖励”，因为他最初寻梦的藍鳥突然",-1,笔者认为正确的选択是（a）亮。根据文章中所提到的信息，最后且可摄取到追求的藍鳥的图片，这使得伍最高满足自己的,0,"Based on the situation, the final feeling of Jo is most likely to be: 

（c）激喜。  Jo has been trying to find the rare bird for months and has finally found it, but it flew away just as he was about to take a picture. However, it then flewed back to the tree, which would make",2,"Answer: (b] He only likes to sit outside.

Reason: In this scenario, Jo is feeling surprised because the blue bird flew back to the tree branch after flying away, and he was able to take its picture. This suggests that Jo enjoys sitting outside and waiting for the birds to come to him, rather than actively seeking them",-1,"在情节中，Jo的探索和努力最后得到了成功，而且遇到的结果是一个罕致的藍鳥。这种情景下, Jo最likely会把握到激动的情�",-1,"根据文章中提到的信息，可知道亚的情怀是由于以下原因：

（b）他only喜likes垫在outsiden。 
因为文中 stating that 在且ojust sat down to prepare to take a photo, the bird fle",1,"Based on the situation, the best answer is (c]激喜.

As the bird flew away just as Juan was about to take a picture, he must have felt a strong sense of excitement and anticipation. When the birds flee back, Juan's excitement would have been even greater, and he would likely have had a thrilling",-1,"Based on the situation, the correct answer is (b):  он只是喜好垂在 OUTSIDE.

Reasoning: 
這個問題是一則情景填空卷，要求回絕選項中的一",1
