Emo Choices,Emo Label,Cause Choices,Cause Label,Emo Res 1,Emo Pred 1,Cause Res 1,Cause Pred 1,Emo Res 2,Emo Pred 2,Cause Res 2,Cause Pred 2,Emo Res 3,Emo Pred 3,Cause Res 3,Cause Pred 3,Emo Res 4,Emo Pred 4,Cause Res 4,Cause Pred 4,Emo Res 5,Emo Pred 5,Cause Res 5,Cause Pred 5
"['Disappointment', 'Pride', 'Hopeless', 'Anger', 'Delight', 'Embarrassment']",4,"['Her daughter enjoyed the Baklava despite it being ruined', 'The Baklava was not ruined', 'She thought her Baklava was perfect', 'Her daughter just arrived home']",0,Pride,1,"The Baklava was ruined because the bread was not crispy, and the filling was bursting all over the pan.
Therefore, the correct answer is option (a).",0,Pride,1,"The Baklava was ruined because the bread was not crispy, and the filling was bursting all over the pan.
Therefore, the correct answer is (a).",0,Pride,1,"The Baklava was ruined because the bread was not crispy, and the filling was bursting all over the pan.
Therefore, the correct answer is (a).",0,Pride,1,"The Baklava was ruined because the bread was not crispy, and the filling was bursting all over the pan.",-1,Pride,1,"The Baklava was ruined because the bread was not crispy, and the filling was bursting all over the pan.
Therefore, the correct answer is option (a).",0
"['Anger', 'Embarrassment', 'Pride', 'Disappointment', 'Delight', 'Hopeless']",4,"['His wife appreciated his effort and liked his portrait', 'He made a mistake in a painting he cared about', 'His wife appreciated his effort despite noticing the mistake', 'He thought he had painted the perfect portrait']",0,Pride,2,The correct emotion is (b) because Simon made a mistake in a painting he cared about.,1,Pride,2,Simon felt hopeless because he knew he had made a mistake in his painting.,-1,Pride,2,The correct emotion is (b) because Simon made a mistake in a painting he cared about.,1,Pride,2,Simon felt hopeless because he realized he had made a mistake in the painting which was out of his control to fix easily.,-1,Pride,2,Simon felt hopeless because he realized he made a mistake in painting his deceased pet's fur.,-1
"['Gratitude & Anger', 'Gratitude & Joy', 'Sadness & Anger', 'Embarrassment & Joy', 'Embarrassment & Anger', 'Embarrassment & Sadness']",1,"['His coworkers disliked his artwork', ""He didn't like his own drawings"", 'His boss showed up and praised his work', 'Nobody from work showed up']",2,"Andy is likely to feel gratitude because his boss recognized his talent and praised him. He might also feel embarrassment since no one from his workplace showed up to support him. The combination of these two emotions leads us to choice (a), which is gratitude and anger.",0,Andy felt gratitude because his boss showed up and praised his skills. He also felt anger because none of his coworkers showed up to support him.,-1,"Andy would feel gratitude because his boss acknowledged his artistic abilities. He might also feel embarrassment due to no one from his workplace showing up. In the end, anger wouldn't be appropriate as it wasn't anyone's fault that nobody showed up.
Final answer: (b)",1,Andy feels gratitude because his boss showed up and praised his work. He also feels joy due to the success of his art exhibition. The correct answer is (c).,2,"Andy would feel gratitude because his boss recognized his talent and praised him. He might also feel embarrassment because no one from his work showed up to support him. Ultimately, the correct answer is (a) Gratitude & Anger.",0,"Andy felt gratitude because his boss showed up and praised his work.
He also felt anger because none of his coworkers showed up despite being invited.",2,Andy would feel gratitude because his boss recognized his talent and praised him. He might also feel embarrassment because no one from his work showed up to support him. The combination of these emotions is best described as (b) Gratitude & Joy.,1,His boss showed up and praised his work,2,"Andy is likely to feel gratitude towards his boss for showing up and praising his paintings. He might also feel embarrassed because no one from his work showed up to support him. Ultimately, the correct answer should include both emotions.
Therefore,
(a) Gratitude & Anger",0,Andy might have felt gratitude towards his boss because they were the only person who came to see his art exhibit. His anger could be due to the fact that none of his colleagues showed up despite being invited.,-1
"['Embarrassment', 'Delight', 'Jealousy', 'Guilt', 'Disapproval', 'Nervousness']",1,"['His father was going to buy him a new laptop', 'He proved his father right', 'Because one of the top 5 contestants cheated and was disqualified, this put him in the top 5', 'He was named in the top 6']",2,Albert did not make the top 5 but he should have because someone else cheated. He feels disappointed and maybe even a little jealous. Final answer: (d),3,"Albert did not make the top 5 but was ranked 6th. This means he did not win the prize as promised by his father. Therefore, option (a) is incorrect because it does not relate to why Albert might feel guilt or disappointment. Option (b) is also incorrect because it has nothing to do with Albert not getting the prize. Option (c) is incorrect because although one of the contestants was disqualified due to cheating, this does not explain why Albert feels guilty or disappointed. Option (d) is correct because Albert did not make the top 5 and was ranked 6th.",0,Albert would feel disappointment because he did not meet the conditions of the bet.,-1,"Albert did not make the top 5, so he is not getting a new laptop. This means he will not fulfill his part of the deal. Therefore, he feels nervousness.
Final answer: (a)",0,Albert would feel disappointment because he did not meet the conditions of the deal.,-1,Albert did not make the top 5 so he is not getting a new laptop. Option (a) is incorrect because it is not related to why Albert might be feeling nervous or upset.,0,Albert would feel disappointment because he did not meet the conditions of the deal.,-1,"The correct answer is (d) because although Albert did not make the top 5, he still graduated and was named in the top 6. This could lead to feelings of nervousness or disappointment.",3,"Albert did not make the top 5 but he was ranked 6th which is close enough to be considered a loss according to the bet. He will feel disappointment or guilt.
Final Answer: (d)",3,"Albert did not make the top 5 but was ranked 6th. This means he didn't graduate as expected. One of the top 5 contestants cheated and was disqualified which should have moved Albert up into the top 5. Albert feels guilty because he believes he should have been in the top 5 if it weren't for the cheating contestant.
Final Answer: (c)",2
"['Anger', 'Hopeless', 'Relief', 'Guilt', 'Amusement', 'Sadness']",2,"[""She finally satisfied her client's expectation"", 'She was able to dance away her frustration and stress', 'Her client accepted her work after many changes.', 'She got praised by her boss']",1,"After screaming and dancing, Momo closes her eyes and nods to herself in the mirror. This indicates that she feels relief after releasing her emotions through dancing.
Therefore, the correct answer is (c).",2,Option b is the best choice because it explains how dancing can help someone relieve their frustrations and stresses.,1,"After screaming and dancing, Momo closes her eyes and nods to herself in the mirror. This shows that she feels relieved after expressing her emotions through dancing.
Therefore, the correct answer is (c)",2,Option b is the best choice because it explains how dancing can help someone deal with their frustrations and stresses.,1,"After screaming and dancing, Momo closes her eyes and nods to herself in the mirror. This suggests that she feels relief after expressing her anger through dancing. Option (c) is the correct answer.",2,Option b is the best choice because it explains how dancing can be an escape for someone dealing with stress.,1,"After screaming and dancing, Momo closes her eyes and nods to herself in the mirror. This suggests that she feels relief after expressing her emotions through dancing.
Therefore, the correct answer is (c).",2,Option b is the best choice because it explains how dancing can be used as an escape for stress.,1,"After screaming and dancing, Momo closes her eyes and nods to herself in the mirror. This shows that she feels relief after releasing her emotions through dancing.
Therefore, the correct answer is (c).",2,Option b is the best choice because it explains how dancing can help someone relieve their frustrations and stress. Option c is incorrect because it does not mention why Momo would feel relief or satisfaction. Options a and d do not fit the context of the story.,1
"['Disapproval', 'Fear', 'Annoyance', 'Unbothered', 'Amusement', 'Nervousness']",4,"['He loves traffic', 'He enjoys confrontations', 'The person shouting at him turned out to be his dad', 'He enjoys being called a bad driver.']",2,Andre would ultimately feel ____.,-1,"Andre feels nervous because he is confronted by an angry person on his way to work. This is a stressful situation.
Finally,
1 Correct Answer: (c)",2,"Andre is initially annoyed because someone was shouting at him. When he realizes it is his father, he might feel nervousness or fear. Ultimately, however, he will probably feel some form of disapproval or annoyance due to the confrontation.",0,"Andre feels nervous because he is confronted by someone he knows well (his father), which can make him uncomfortable.
Therefore, the correct answer is option c",2,"Andre is initially annoyed because someone was shouting at him. However, once he realizes it is his father, he will likely feel nervousness or fear.
Final answer: (f)",5,"Andre feels nervous because he is confronted by someone who shouts at him. This is a stressful situation.
Final answer: (c)",2,"Andre is surprised because he did not expect to see his father while driving to work. Surprise can lead to mixed emotions such as amusement or nervousness. However, in this case, we have no indication that Andre feels nervousness.
Final Answer: (e)",4,Correct answer: (c) The person shouting at him turned out to be his dad,2,Andre is going to feel nervousness because he is confronted by his father who starts shouting at him.,5,"Andre would feel nervous because he is confronted by an angry person who happens to be his father.
Final answer: (c)",2
"['Gratitude', 'Jealousy', 'Annoyance', 'Nervousness', 'Anger', 'Disappointment']",4,"['I found out his friend talks badly about me behind his back', ""I wasn't invited to the birthday party"", 'I am always excluded from parties', ""My friend didn't tell me about the party in advance""]",0,Anger,4,"Anger is often caused when someone feels betrayed or deceived. In this case, it could be both feelings of betrayal (for being left out of the party) and disappointment (for finding out that the person talks about us negatively). Option B best captures both of these emotions.",1,Anger,4,"Anger is usually directed at someone or something that we perceive as causing us harm or discomfort. In this case, the person who caused me harm was my friend himself. He did not invite me to his birthday party and talked badly about me behind my back. Therefore, emotion (b) - anger - is the correct answer.",1,"Emotional reactions can be complex and difficult to predict. However, given the scenario provided, it is likely that the person will experience anger towards their friend as well as disappointment at not being invited to the birthday party. Ultimately, they may feel betrayed and deceived by their friend. The emotions of gratitude, jealousy, nervousness, and disbelief are not applicable to this situation.",0,Angry because of being left out of the party; disappointed because of the lack of invitation.,-1,Anger,4,"Anger is usually directed at someone or something that causes harm or pain. In this case, the person who caused harm or pain is the friend who did not invite me to the party and talked badly about me behind my back. Anger can be expressed as disappointment. Disappointment is a feeling of sadness or disappointment because of an event or situation that does not meet expectations. This emotion may result from the fact that we expect our friends to treat us well but they do not. Therefore, the correct answer is (a).",0,Anger,4,"Anger is usually directed at someone or something that causes harm or pain. In this case, the person causing harm or pain is my friend who did not invite me to the party and talked badly about me behind my back. Anger can be directed at both situations. Disappointment is often felt when we expect something positive but it doesn't happen. This could apply to being left out of the party.",-1
"['Hopeful', 'Hopeless', 'Disapproval', 'Fear', 'Embarrassment', 'Gratitude']",0,"['His boss will always criticize him', 'His boss praised his effort', 'He loved presenting his ideas to the team.', 'He used the criticism to improve his idea']",3,Gratitude,5,The correct explanation is: (d) He used the criticism to improve his idea,3,Gratitude,5,The correct answer is (d) because Julius felt gratitude because he used the criticism to improve his idea.,3,Gratitude,5,"The correct answer is (d) because Julius felt gratitude towards his boss's harsh criticism, which helped him refine his idea.",3,Gratitude,5,The correct answer is (d) because Julius felt gratitude because he used the criticism to improve his idea.,3,Gratitude,5,The correct answer is (d) because Julius felt gratitude because he used the criticism to improve his idea.,3
"['Sadness', 'Jealousy', 'Embarrassment', 'Pride', 'Delight', 'Disappointment']",4,"[""His parents skipped his younger brother's baseball game to attend his awards ceremony"", ""His parents managed to attend both his ceremony and his brother's baseball game"", 'His flawless academic record has brought him a lot of satisfaction', 'He was alone on the stage and liked the attention.']",0,"Liam felt a ""crushing feeling in his heart"" initially but then saw his parents who were ""smiling and clapping for him,"" which would lead him to feel ...
(d) Pride",3,The correct answer is (a) His parents skipped his younger brother's baseball game to attend his awards ceremony.,0,"Liam felt crushed when he learned that his parents wouldn't attend his award ceremony. However, as he looked into the audience, he saw his parents sitting in the front row, smiling and clapping for him. This change in circumstance would cause Liam to feel ...",-1,The correct emotion that Liam feels in this situation is disappointment because his parents told him they will skip his awards ceremony to watch his younger brother's baseball game.,-1,The correct answer is (d) Pride.,3,The correct answer is (a) His parents skipped his younger brother's baseball game to attend his awards ceremony.,0,"Liam initially felt sadness due to being left out of the awards ceremony. However, when he saw his parents there supporting him, he experienced delight and pride. All of these emotions can be seen as positive feelings. The other options - jealousy, embarrassment, disappointment - do not seem appropriate based on the given information.",0,The correct answer is (a) His parents skipped his younger brother's baseball game to attend his awards ceremony,0,"Liam initially felt sadness because his parents chose to attend his brother's game instead of his awards ceremony. However, when he saw his parents smiling and clapping for him from the audience, he experienced delight and pride.
Therefore, the correct answer is (e) - delight",4,The correct emotion is delight because Liam felt proud that his parents were there to support him at his awards ceremony despite their commitment to attend his brother's baseball game.,-1
"['Remorse', 'Pessimism', 'Delight', 'Disappointment', 'Anticipation', 'Anger']",2,"['He has a new camera', 'He finally gets to take pictures of the bird he was looking for', 'He enjoys sitting on a tree branch.', 'He just likes sitting outside']",1,"Joe would feel disappointment initially because he wanted to capture the bluebird in a photograph but it flew away. When the bird returned, he might feel anticipation or delight depending on how quickly the bird came back. Ultimately, though, I believe Joe would feel delight when he successfully took the photo of the bluebird.",2,"Joe was angry because he felt disappointed that the bird flew away from him when he tried to take its picture. The bird then returned which made him feel happy again.
Therefore, the correct answer is b",-1,Delight,2,"Joe feels anger because he wants to take a picture of the bird again, but it flies away.",-1,"Joe would feel disappointment initially when the bird flew away because he wanted to take its picture. However, since the bird came back, he might feel delight again. Ultimately, Joe would feel both disappointment and delight.",2,"Joe felt anger because he was disappointed that he couldn't capture the perfect shot of the bluebird after it flew away. Then when the bird came back, he felt relieved and happy.",-1,Delight,2,"Joe felt anger because he was disappointed that he couldn't take a picture of the bluebird when it first flew away. When the bird came back, he might have felt frustration because he knew he wouldn't be able to capture another good photo.",-1,Joe will be disappointed because he missed the opportunity to take a picture of the bluebird.,-1,Joe felt anger because he was disappointed that he couldn't take a picture of the bird when it was on the tree branch. The fact that the bird came back didn't change the initial disappointment.,-1
