Emo Choices,Emo Label,Cause Choices,Cause Label,Emo Res 1,Emo Pred 1,Cause Res 1,Cause Pred 1,Emo Res 2,Emo Pred 2,Cause Res 2,Cause Pred 2,Emo Res 3,Emo Pred 3,Cause Res 3,Cause Pred 3,Emo Res 4,Emo Pred 4,Cause Res 4,Cause Pred 4,Emo Res 5,Emo Pred 5,Cause Res 5,Cause Pred 5
"['Disappointment', 'Pride', 'Anger', 'Delight', 'Hopeless', 'Embarrassment']",3,"['The Baklava was not ruined', 'Her daughter just arrived home', 'She thought her Baklava was perfect', 'Her daughter enjoyed the Baklava despite it being ruined']",3,Pride,1,"The correct explanation is:

Her daughter enjoyed the Baklava despite it being ruined.",3,Pride,1,The answer is (d) because her daughter enjoyed the Baklava despite it being ruined.,3,Pride,1,"The correct explanation is:

Her daughter enjoyed the Baklava despite it being ruined.",3,Pride,1,"The correct answer is (d) because even though the Baklava was ruined, her daughter still liked it which made Dorea feel happy.",3,Pride,1,"The Baklava was ruined because the bread was not crispy, and the filling was bursting all over the pan.
Final answer: (d)",3
"['Hopeless', 'Anger', 'Delight', 'Disappointment', 'Pride', 'Embarrassment']",2,"['His wife appreciated his effort despite noticing the mistake', 'His wife appreciated his effort and liked his portrait', 'He made a mistake in a painting he cared about', 'He thought he had painted the perfect portrait']",1,Pride,4,The correct emotion is embarrassment because Simon made a mistake in a painting he cared about.,-1,Pride,4,His wife appreciated his effort despite noticing the mistake.,0,Pride,4,The correct emotion is embarrassment because Simon made a mistake in a painting he cared about.,-1,Pride,4,The correct emotion is embarrassment because Simon made a mistake in a painting he cared about.,-1,Pride,4,The correct emotion is embarrassment because Simon made a mistake in a painting he cared about.,-1
"['Embarrassment & Sadness', 'Embarrassment & Anger', 'Gratitude & Joy', 'Sadness & Anger', 'Gratitude & Anger', 'Embarrassment & Joy']",2,"['His boss showed up and praised his work', 'Nobody from work showed up', ""He didn't like his own drawings"", 'His coworkers disliked his artwork']",0,"Andy is likely to feel embarrassed because no one from his work showed up to his art exhibition. He might also feel sad that nobody appreciated his work. His boss showing up and praising his skills can make him feel grateful but also angry since it came too late.
Therefore, 
Final answer: (b)",1,"Andy felt embarrassed because nobody from work showed up to support him during his art exhibition. This is an example of social rejection or lack of social support. Additionally, Andy might have also felt angry due to the fact that he put in so much effort into creating his art and nobody from his workplace acknowledged it. In this case, (b) is the correct answer.",1,"Andy felt gratitude because his boss recognized his talent and praised him. However, he also felt embarrassment as no one from his work showed up to support him. Ultimately, the correct answer is (c) Gratitude & Joy.",2,Andy feels gratitude because his boss showed up and praised his work.,0,"Andy would feel gratitude because his boss recognized his talent and praised him. He might also feel joy since his boss showed up unexpectedly. Ultimately, choice (c) is the correct answer.",2,Andy feels gratitude because his boss showed up and praised his work.,0,"Andy felt gratitude because his boss complimented him on his artwork. However, he also felt embarrassment due to the lack of support from his colleagues. The correct answer is (c).",2,Andy felt gratitude because his boss showed up and praised his work.,0,"Andy feels gratitude because his boss complimented him on his artwork. However, he also feels embarrassment due to the lack of support from his colleagues. The correct answer is (c).",2,Andy felt gratitude because his boss showed up and praised his work.,0
"['Disapproval', 'Embarrassment', 'Nervousness', 'Jealousy', 'Guilt', 'Delight']",5,"['He was named in the top 6', 'Because one of the top 5 contestants cheated and was disqualified, this put him in the top 5', 'His father was going to buy him a new laptop', 'He proved his father right']",1,"The deal was based on Albert graduating in the top 5. Since he didn't graduate in the top 5, he wouldn't have gotten the laptop. However, one of the students who did graduate in the top 5 cheated and was disqualified. This means that Albert actually graduated in the top 5 after all, so he should receive the laptop. The emotions that Albert would ultimately feel in this situation is delight (f).",5,"One of the students who were supposed to be in the top five cheated and got disqualified. This means that there is now one less student between Albert and the fifth place. So, if Albert was ranked sixth before, then after the disqualification, he would have been ranked fifth. Therefore, option (b) is the correct answer because it explains why Albert would feel delight.",1,"Albert did not make the top 5 but was ranked 6th. He did not cheat so he cannot be disqualified.
Final Answer: (a)",0,"One of the students who were supposed to be in the top five cheated and was disqualified. This means that there is now an opening at the top five positions. Since Albert was ranked sixth, he should have been moved up to take the place of the student who was disqualified. So, the correct answer is (b) because one of the top 5 contestants had cheated and was disqualified, this put him in the top 5.",1,"Albert did not make the top 5 but he was ranked 6th. He did not cheat so he has no guilt. The person who was disqualified cheated so Albert should feel happy or delighted.
Final Answer:",4,One of the students who was in the top five cheated so he should be removed from the list. This will make room for Albert to be moved into the top five because he is now ranked sixth. So the correct answer is (b).,1,"The deal was based on Albert graduating in the top 5. Since he didn't make the cut, he wouldn't have gotten the laptop. However, since one of the top 5 contestants was disqualified due to cheating, it changed the outcome of the deal. This would lead me to believe that Albert would feel (e) guilt because he didn't fulfill the conditions of the deal.",4,"Albert did not make the top 5 but was named in the top 6 so (a) is incorrect. One of the top 5 contestants cheated and was disqualified which should have put Albert in the top 5 so (b) is correct. Even though he did not make the top 5, he still feels guilt because he thought he would get the laptop if he graduated in the top 5 so (c) is incorrect. His father said he would not get anything if he lost, so it is unlikely he would feel like he proved his father right so (d) is incorrect.",0,Albert was hoping to graduate but did not make it because he was ranked sixth. He felt nervousness when he heard the results. One of the students who beat him was disqualified due to cheating so Albert should feel delight now as he has a chance to win the laptop after all. The final feeling is delight.,2,"One of the students who was supposed to be in the top five cheated, so they were disqualified. This means that there is now an opening at the top five. Since Albert was ranked sixth, he has been promoted to the top five because one of the students who originally occupied the spot has been disqualified. Therefore, option b is the correct answer.",1
"['Relief', 'Guilt', 'Sadness', 'Anger', 'Hopeless', 'Amusement']",0,"[""She finally satisfied her client's expectation"", 'Her client accepted her work after many changes.', 'She was able to dance away her frustration and stress', 'She got praised by her boss']",2,"After screaming and nodding to herself in the mirror, Momo feels relief because she was able to release some of her stress through dancing.
Final answer: (a)",0,C. She was able to dance away her frustration and stress,2,"After screaming and dancing, Momo closes her eyes and nods to herself in the mirror. This suggests that she feels relief after expressing her emotions through dancing.
Final answer: (a)",0,C. She was able to dance away her frustration and stress,2,"After screaming and dancing, Momo closes her eyes and nods to herself in the mirror. This suggests that she feels relief after expressing her emotions through dancing.
Therefore, the correct answer is (a)",0,Dancing is Momo's way of escaping her stressful life. The fact that she could express her emotions through dancing helped her relieve some of her built-up tension. This is why she felt relief after dancing. Option (c) best describes why Momo would feel those emotions in this situation.,2,"After screaming and dancing, Momo closes her eyes and nods to herself in the mirror. This indicates that she feels relief after expressing her emotions through dancing.
Therefore, the correct answer is (a)",0,Crying is a sign of relief. Dancing can help relieve stress. Momo loves dancing and uses it as an escape. The answer is option (c).,2,"After screaming and nodding to herself in the mirror, Momo feels relief.
Final answer: (a)",0,C. She was able to dance away her frustration and stress,2
"['Annoyance', 'Nervousness', 'Fear', 'Amusement', 'Unbothered', 'Disapproval']",3,"['He enjoys confrontations', 'He loves traffic', 'He enjoys being called a bad driver.', 'The person shouting at him turned out to be his dad']",3,Andre would feel nervousness because he is confronted by his father while driving to work during a traffic jam.,1,Andre feels disapproval because he is confronted by his father who shouts at him for being a bad driver.,-1,Andre would ultimately feel nervousness or fear because he is confronted with an uncomfortable situation between himself and his father.,1,"Andre feels disapproval because he is confronted by his father, who shouts at him for being a bad driver. This makes him feel uncomfortable and disappointed. Option (d) is the correct answer.",3,"Andre is surprised because he didn't expect to see his father while driving to work. He might also feel nervousness due to the confrontation between them.
Final answer: (b)",1,"Andre might have felt nervous because he did not expect to see his father while driving to work. This could cause anxiety or stress.
Finally,
1. Nervousness",-1,Andre is going to feel nervousness because he just found out it was his father yelling at him.,1,"Andre feels disapproval because he is confronted by his father, who shouts at him for driving badly.",-1,Andre would ultimately feel nervousness or fear because he is confronted with an uncomfortable situation between himself and his father.,1,Andre feels disapproval because he does not like to have arguments or confrontations with people.,-1
"['Nervousness', 'Gratitude', 'Jealousy', 'Disappointment', 'Annoyance', 'Anger']",5,"[""My friend didn't tell me about the party in advance"", 'I am always excluded from parties', 'I found out his friend talks badly about me behind his back', ""I wasn't invited to the birthday party""]",2,"Ultimately, I will feel ____.",-1,Answer: (d),3,"Emotional reactions can be complex, but based on the information provided, we can conclude that the correct answer is (e) Annoyance. The initial annoyance at not being invited to the party may have evolved into anger due to the realization that the friend was talking badly about the person who was annoyed.",4,"Anger is usually caused when someone feels betrayed or deceived. In this case, it could be both. The fact that he did not invite me to the party made me feel betrayed because I considered him as a friend. On the other hand, finding out he talked badly about me behind my back can make anyone feel deceived.",-1,Annoyance,4,Anger,-1,"Emotional reactions can be complex, but in this case, we have two separate issues that may contribute to various emotions. The first issue is being left out of the birthday party invitation, which could lead to feelings of disappointment or even jealousy (if the party sounds like it was fun). The second issue is finding out that your friend has been talking badly about you behind your back, which might cause anger or annoyance. Ultimately, both of these situations can lead to feelings of disillusionment and betrayal, which may manifest as a combination of all of the given emotions. However, if forced to choose just one, I would say that the most likely emotional reaction would be anger.",2,Anger,-1,"Emotional reactions can be complex, but based on the information provided, we can conclude that the most likely emotions would be disappointment and annoyance. These emotions may eventually lead to anger if the situation continues or worsens.",3,Anger,-1
"['Hopeful', 'Embarrassment', 'Fear', 'Hopeless', 'Gratitude', 'Disapproval']",0,"['He used the criticism to improve his idea', 'His boss praised his effort', 'His boss will always criticize him', 'He loved presenting his ideas to the team.']",0,Gratitude,4,Answer: (a) He used the criticism to improve his idea,0,Gratitude,4,The correct answer is (a) because he used the criticism to improve his idea.,0,Gratitude,4,Answer: (a),0,Gratitude,4,Answer: (a),0,Gratitude,4,Answer: (a) He used the criticism to improve his idea,0
"['Jealousy', 'Delight', 'Pride', 'Sadness', 'Embarrassment', 'Disappointment']",1,"['His flawless academic record has brought him a lot of satisfaction', ""His parents managed to attend both his ceremony and his brother's baseball game"", 'He was alone on the stage and liked the attention.', ""His parents skipped his younger brother's baseball game to attend his awards ceremony""]",3,"Liam initially felt a ""crushing feeling in his heart,"" indicating sadness. However, as he looked into the audience and saw his parents proudly smiling and clapping for him, he experienced a shift in emotions from sadness to delight or joy. Thus, the correct answer is (b).",1,Answer: (b),1,Liam felt a crushing feeling in his heart initially but then saw his parents who were smiling and clapping for him. This will make him feel delighted. The correct answer is (b) delight.,1,Correct answer: (b),1,Liam felt a crushing feeling in his heart at first but then saw his parents who were smiling and clapping for him. This shows that he went from sadness to delight. The correct answer is (b).,1,Correct answer is option (b) because it is the most relevant emotion that Liam could have felt in this situation. The fact that his parents attended both events shows their support for him as well.,1,"Liam initially felt a ""crushing feeling in his heart,"" indicating sadness. However, as he looked into the audience and saw his parents smiling and clapping for him, he experienced joy or delight. Thus, the correct answer is (b).",1,Answer: (b),1,"Liam felt crushed initially but then saw his parents who were smiling and clapping for him. This shows that despite initial sadness or disappointment, Liam eventually feels delighted and proud of himself. The correct answer is (b) delight.",1,The correct emotion is delight because Liam felt proud that his parents were there to support him at his awards ceremony despite their commitment to attend his brother's baseball game.,-1
"['Anticipation', 'Remorse', 'Disappointment', 'Anger', 'Pessimism', 'Delight']",5,"['He has a new camera', 'He finally gets to take pictures of the bird he was looking for', 'He enjoys sitting on a tree branch.', 'He just likes sitting outside']",1,Delight,5,Joe finally got to take a picture of the bird he had been looking for. This is what made him feel delighted. Option b is the correct answer.,1,Delight,5,"Option (b) best fits the given information because Joe's main goal was to take pictures of the bluebird, which he managed to do after many attempts.",1,Delight,5,Option (b) best fits the given information because it refers to Joe's hobby of photographing birds and his desire to capture the image of the bluebird. Option (a) does not fit because it has nothing to do with Joe's emotions or the situation described. Options (c) and (d) are not relevant to the story.,0,Delight,5,Option (b) best fits the given information because Joe finally managed to see the bird he had been looking for after many attempts. This made him happy or delighted.,1,Delight,5,Joe finally got to take a picture of the bird he had been looking for. This makes him happy because it took a long time to find the bird. The emotion of delight comes from the fact that he achieved what he set out to do.,-1
