Emo Choices,Emo Label,Cause Choices,Cause Label,Emo Res 1,Emo Pred 1,Cause Res 1,Cause Pred 1,Emo Res 2,Emo Pred 2,Cause Res 2,Cause Pred 2,Emo Res 3,Emo Pred 3,Cause Res 3,Cause Pred 3,Emo Res 4,Emo Pred 4,Cause Res 4,Cause Pred 4,Emo Res 5,Emo Pred 5,Cause Res 5,Cause Pred 5
"['Disappointment', 'Pride', 'Anger', 'Delight', 'Hopeless', 'Embarrassment']",3,"['The Baklava was not ruined', 'Her daughter just arrived home', 'She thought her Baklava was perfect', 'Her daughter enjoyed the Baklava despite it being ruined']",3,(a) Disappointment,0,(d) Her daughter enjoyed the Baklava despite it being ruined.,3,(a) Disappointment,0,(d) Her daughter enjoyed the Baklava despite it being ruined.,3,(a) Disappointment.,0,(d) Her daughter enjoyed the Baklava despite it being ruined.,3,(a) Disappointment.,0,(d) Her daughter enjoyed the Baklava despite it being ruined.,3,(a) Disappointment,0,(d) Her daughter enjoyed the Baklava despite it being ruined.,3
"['Hopeless', 'Anger', 'Delight', 'Disappointment', 'Pride', 'Embarrassment']",2,"['His wife appreciated his effort despite noticing the mistake', 'His wife appreciated his effort and liked his portrait', 'He made a mistake in a painting he cared about', 'He thought he had painted the perfect portrait']",1,(d) Disappointment,3,(c) He made a mistake in a painting he cared about,2,"Based on the given scenario, it can be inferred that Simon would ultimately feel a mix of emotions such as disappointment, embarrassment, and possibly hopelessness. He had worked hard on the painting but had made a mistake in the final touchups, which led to his wife noticing that it was not an accurate representation of their deceased pet. Therefore, (d) Disappointment would be the most appropriate choice.",3,(c) He made a mistake in a painting he cared about.,2,(f) Embarrassment.,5,(c) He made a mistake in a painting he cared about.,2,(b) Anger,1,(c) He made a mistake in a painting he cared about.,2,"The most likely emotions Simon would feel in this situation would be (d) disappointment and (f) embarrassment. He had spent a lot of time and effort on the painting, and then realized he made a mistake. Additionally, his wife's reaction suggests that the painting does not accurately represent their pet's appearance, which could lead to feelings of disappointment and embarrassment.",3,(c) He made a mistake in a painting he cared about.,2
"['Embarrassment & Sadness', 'Embarrassment & Anger', 'Gratitude & Joy', 'Sadness & Anger', 'Gratitude & Anger', 'Embarrassment & Joy']",2,"['His boss showed up and praised his work', 'Nobody from work showed up', ""He didn't like his own drawings"", 'His coworkers disliked his artwork']",0,"(c) Gratitude & Joy. 

Andy would likely feel grateful that his boss acknowledged his talent and happy that his hard work paid off. The fact that no one else showed up may be disappointing or frustrating, but it doesn't necessarily evoke negative emotions like anger or sadness.",2,(a),0,"(c) Gratitude & Joy. 

Andy would feel grateful that his boss recognized his skills and appreciated his hard work, and joyful that his exhibition was successful despite the lack of attendance from his coworkers.",2,(a),0,(c) Gratitude & Joy,2,(a),0,(c) Gratitude & Joy,2,(a),0,(c) Gratitude & Joy,2,(a) His boss showed up and praised his work,0
"['Disapproval', 'Embarrassment', 'Nervousness', 'Jealousy', 'Guilt', 'Delight']",5,"['He was named in the top 6', 'Because one of the top 5 contestants cheated and was disqualified, this put him in the top 5', 'His father was going to buy him a new laptop', 'He proved his father right']",1,(a) Disapproval,0,"(b) Because one of the top 5 contestants cheated and was disqualified, this put him in the top 5.",1,"Based on the given scenario, Albert would likely feel (b) embarrassment. Falling short of the goal he set for himself and finding out that another contestant cheated and was disqualified could be disappointing and embarrassing for Albert. While he may also feel disappointed or even frustrated with the cheating contestant, the primary emotion he is likely to experience is embarrassment at not achieving the goal he set for himself.",1,(a) He was named in the top 6,0,(b) Embarrassment.,1,(a) He was named in the top 6.,0,(a) Disapproval,0,(a) He was named in the top 6,0,"Based on the given scenario, Albert would most likely feel embarrassment as he did not meet the condition set forth in the agreement with his dad, and then found out that one of the top 5 contestants had cheated and was disqualified.因此，答案是(b) Embarrassment。",1,(a) He was named in the top 6,0
"['Relief', 'Guilt', 'Sadness', 'Anger', 'Hopeless', 'Amusement']",0,"[""She finally satisfied her client's expectation"", 'Her client accepted her work after many changes.', 'She was able to dance away her frustration and stress', 'She got praised by her boss']",2,(d) Anger,3,(c) She was able to dance away her frustration and stress.,2,(d) Anger,3,(c) She was able to dance away her frustration and stress.,2,(d) Anger,3,(c) She was able to dance away her frustration and stress.,2,(d) Anger.,3,(c) She was able to dance away her frustration and stress.,2,(d) Anger,3,(c) She was able to dance away her frustration and stress.,2
"['Annoyance', 'Nervousness', 'Fear', 'Amusement', 'Unbothered', 'Disapproval']",3,"['He enjoys confrontations', 'He loves traffic', 'He enjoys being called a bad driver.', 'The person shouting at him turned out to be his dad']",3,(c) Fear,2,(d) The person shouting at him turned out to be his dad.,3,"(f) Disapproval. 

Andre would likely feel disapproval towards his father's behavior, as it was unexpected and inappropriate. He may also feel hurt or embarrassed that his father acted this way towards him while he was on his way to work.",5,(d) The person shouting at him turned out to be his dad.,3,"I'm sorry, but I cannot accurately determine which emotion(s) Andre would ultimately feel in this situation without more context or information about his personality and relationship with his father. It is possible that Andre may feel a range of emotions such as annoyance, nervousness, fear, amusement, unbothered, or disapproval depending on the circumstances and how he handles the confrontation. Without further details, it's impossible to choose a specific answer.",0,(d) The person shouting at him turned out to be his dad.,3,(d) Amusement,3,(d) The person shouting at him turned out to be his dad.,3,"The most likely emotions that Andre would feel in this situation would be (a) annoyance and (e) unbothered. 

It is understandable that Andre would be annoyed at his dad's sudden outburst and interruption of his commute, especially since it occurred on the road where safety could have been compromised. At the same time, Andre may also feel a sense of surprise or disbelief that his dad would act in such a way towards him, which could lead to a feeling of being unbothered. 

The other options are less likely based on the information provided:

- Nervousness: While Andre may feel nervous in the moment, he seems more likely to be annoyed rather than feeling nervous.
- Fear: There is no indication in the scenario that Andre is afraid of his dad or feels threatened.
- Amusement: While it is possible that Andre might find his dad's behavior amusing, it is unlikely given the context of the situation.
- Disapproval: Again, there is no indication in the scenario that Andre disapproves of his dad's behavior.",0,(d) The person shouting at him turned out to be his dad.,3
"['Nervousness', 'Gratitude', 'Jealousy', 'Disappointment', 'Annoyance', 'Anger']",5,"[""My friend didn't tell me about the party in advance"", 'I am always excluded from parties', 'I found out his friend talks badly about me behind his back', ""I wasn't invited to the birthday party""]",2,(f) Anger,5,(c) I found out his friend talks badly about me behind his back,2,(f) Anger.,5,(c) I found out his friend talks badly about me behind his back,2,"The correct answer is (f) Anger.

Justification: The scenario describes a situation where the speaker feels annoyed with their friend and discovers that the friend talks badly about them behind their back. These negative feelings towards the friend would likely lead to anger. While nervousness, gratitude, jealousy, disappointment, and annoyance may also be present to some extent, they do not capture the overall emotional state of the speaker in this specific scenario.",0,(c) I found out his friend talks badly about me behind his back.,2,(f) Anger,5,(c) I found out his friend talks badly about me behind his back.,2,(f) Anger.,5,(c) I found out his friend talks badly about me behind his back.,2
"['Hopeful', 'Embarrassment', 'Fear', 'Hopeless', 'Gratitude', 'Disapproval']",0,"['He used the criticism to improve his idea', 'His boss praised his effort', 'His boss will always criticize him', 'He loved presenting his ideas to the team.']",0,(a) Hopeful,0,(a) He used the criticism to improve his idea.,0,(b) Embarrassment,1,(a) He used the criticism to improve his idea.,0,(a) Hopeful,0,(a) He used the criticism to improve his idea.,0,(a) Hopeful,0,(a) He used the criticism to improve his idea.,0,(a) Hopeful.,0,(a) He used the criticism to improve his idea.,0
"['Jealousy', 'Delight', 'Pride', 'Sadness', 'Embarrassment', 'Disappointment']",1,"['His flawless academic record has brought him a lot of satisfaction', ""His parents managed to attend both his ceremony and his brother's baseball game"", 'He was alone on the stage and liked the attention.', ""His parents skipped his younger brother's baseball game to attend his awards ceremony""]",3,(c) Pride,2,(a) His flawless academic record has brought him a lot of satisfaction,0,(c) Pride.,2,(a) His flawless academic record has brought him a lot of satisfaction.,0,(c) Pride,2,(a) His flawless academic record has brought him a lot of satisfaction.,0,(c) Pride,2,(a) His flawless academic record has brought him a lot of satisfaction,0,(c) Pride,2,(a) His flawless academic record has brought him a lot of satisfaction.,0
"['Anticipation', 'Remorse', 'Disappointment', 'Anger', 'Pessimism', 'Delight']",5,"['He has a new camera', 'He finally gets to take pictures of the bird he was looking for', 'He enjoys sitting on a tree branch.', 'He just likes sitting outside']",1,(f) Delight.,5,(b) He finally gets to take pictures of the bird he was looking for,1,"The correct answer is (f) Delight. Joe would feel delighted because he finally got to see the rare bluebird that he had been trying to spot for months, and despite losing the opportunity to take a photograph of it, he was still able to observe it up close.",5,(b) He finally gets to take pictures of the bird he was looking for,1,"The correct answer is (f) Delight.

When Joe finally saw the rare bluebird after months of searching, he must have felt anticipation and excitement. However, when the bird flew away, he may have experienced disappointment or frustration. But then, when the bird returned and he was able to take the photo, he would likely feel delight or happiness again.",0,(b) He finally gets to take pictures of the bird he was looking for,1,(f) Delight,5,(b) He finally gets to take pictures of the bird he was looking for.,1,The correct answer is (f) Delight.,5,(b) He finally gets to take pictures of the bird he was looking for.,1
