Emo Choices,Emo Label,Cause Choices,Cause Label,Emo Res 1,Emo Pred 1,Cause Res 1,Cause Pred 1,Emo Res 2,Emo Pred 2,Cause Res 2,Cause Pred 2,Emo Res 3,Emo Pred 3,Cause Res 3,Cause Pred 3,Emo Res 4,Emo Pred 4,Cause Res 4,Cause Pred 4,Emo Res 5,Emo Pred 5,Cause Res 5,Cause Pred 5
"['Disappointment', 'Pride', 'Hopeless', 'Anger', 'Delight', 'Embarrassment']",4,"['Her daughter enjoyed the Baklava despite it being ruined', 'The Baklava was not ruined', 'She thought her Baklava was perfect', 'Her daughter just arrived home']",0,(a) Disappointment,0,(a) Her daughter enjoyed the Baklava despite it being ruined,0,"Based on the given scenario, Dorea would ultimately feel (a) disappointment and (e) delight. Disappointment because her hard work of cooking Baklava was ruined due to the poor quality of the bread, and delight because her daughter enjoyed the baklava despite its appearance.",0,(a) Her daughter enjoyed the Baklava despite it being ruined.,0,(b) Pride,1,(a) Her daughter enjoyed the Baklava despite it being ruined,0,"Based on the given scenario, Dorea would most likely feel disappointment upon realizing that her hard work and efforts were ruined due to an unforeseen issue. Therefore, the correct answer is (a).",0,(a) Her daughter enjoyed the Baklava despite it being ruined.,0,"Based on the scenario provided, Dorea would likely feel a combination of emotions, including disappointment, embarrassment, and perhaps a hint of hopelessness. While her daughter may have given the Baklava a thumbs-up, it is clear that it did not turn out as expected. Additionally, the fact that Dorea ruined the Baklava may make her feel embarrassed and ashamed of her cooking skills. Therefore, the most appropriate choice would be (a) Disappointment and (f) Embarrassment.",0,(a) Her daughter enjoyed the Baklava despite it being ruined.,0
"['Anger', 'Embarrassment', 'Pride', 'Disappointment', 'Delight', 'Hopeless']",4,"['His wife appreciated his effort and liked his portrait', 'He made a mistake in a painting he cared about', 'His wife appreciated his effort despite noticing the mistake', 'He thought he had painted the perfect portrait']",0,(d) Disappointment,3,(b) He made a mistake in a painting he cared about.,1,(b) Embarrassment,1,(b) He made a mistake in a painting he cared about.,1,(b) Embarrassment,1,(b) He made a mistake in a painting he cared about.,1,(b) Embarrassment,1,(b) He made a mistake in a painting he cared about.,1,"Based on the given scenario, Simon's emotions would most likely be (b) embarrassment and (d) disappointment. 

Simon was working on a portrait of his deceased pet and spent over a week on it, but when he finished it, he realized he had painted the wrong color for his pet's fur. This mistake could have made him feel embarrassed about his workmanship and disappointed that he was unable to capture the true appearance of his pet.",1,(b) He made a mistake in a painting he cared about.,1
"['Gratitude & Anger', 'Gratitude & Joy', 'Sadness & Anger', 'Embarrassment & Joy', 'Embarrassment & Anger', 'Embarrassment & Sadness']",1,"['His coworkers disliked his artwork', ""He didn't like his own drawings"", 'His boss showed up and praised his work', 'Nobody from work showed up']",2,(b) Gratitude & Joy,1,(c) His boss showed up and praised his work.,2,(b) Gratitude & Joy,1,(c) His boss showed up and praised his work.,2,(b) Gratitude & Joy,1,(c) His boss showed up and praised his work.,2,(b) Gratitude & Joy.,1,(c) His boss showed up and praised his work.,2,(b) Gratitude & Joy,1,(c) His boss showed up and praised his work,2
"['Embarrassment', 'Delight', 'Jealousy', 'Guilt', 'Disapproval', 'Nervousness']",1,"['His father was going to buy him a new laptop', 'He proved his father right', 'Because one of the top 5 contestants cheated and was disqualified, this put him in the top 5', 'He was named in the top 6']",2,(a) Embarrassment,0,(d) He was named in the top 6,3,(a) Embarrassment,0,(d) He was named in the top 6.,3,(a) Embarrassment,0,(d) He was named in the top 6,3,(a) Embarrassment,0,(d) He was named in the top 6.,3,(a) Embarrassment,0,(d) He was named in the top 6,3
"['Anger', 'Hopeless', 'Relief', 'Guilt', 'Amusement', 'Sadness']",2,"[""She finally satisfied her client's expectation"", 'She was able to dance away her frustration and stress', 'Her client accepted her work after many changes.', 'She got praised by her boss']",1,"(c) Relief. 

Reasoning:
Based on the scenario, Momo was feeling stressed after her client refused her work and being reprimanded by her boss. She then went to the dance studio and started dancing to express her emotions. After finishing dancing, she closed her eyes and nodded to herself in the mirror, indicating that she felt relieved. This suggests that dancing helped her release her stress and tension. Therefore, option (c) is the correct answer.",2,(b) She was able to dance away her frustration and stress.,1,(c) Relief.,2,(b) She was able to dance away her frustration and stress.,1,"Based on the given scenario, Momo would most likely feel (a) anger in this situation. Her client's repeated refusal of her work caused her stress, and she expressed her frustration through screaming and dancing. The fact that she closed her eyes and nodded to herself in the mirror suggests that she may have found some relief or release in her dancing, but overall, the dominant emotion is anger.",0,(b) She was able to dance away her frustration and stress.,1,(c) Relief,2,(b) She was able to dance away her frustration and stress.,1,(c) Relief,2,(b) She was able to dance away her frustration and stress.,1
"['Disapproval', 'Fear', 'Annoyance', 'Unbothered', 'Amusement', 'Nervousness']",4,"['He loves traffic', 'He enjoys confrontations', 'The person shouting at him turned out to be his dad', 'He enjoys being called a bad driver.']",2,(a) Disapproval,0,(c) The person shouting at him turned out to be his dad.,2,(a) Disapproval,0,(c) The person shouting at him turned out to be his dad.,2,"(f) Nervousness. 

While Andre may initially feel angry or annoyed towards his dad for yelling at him, the realization that it was his own father would likely cause him to feel nervous or anxious. He may also feel embarrassed or ashamed for reacting poorly to his dad's words.",5,(c) The person shouting at him turned out to be his dad.,2,(a) Disapproval,0,(c) The person shouting at him turned out to be his dad.,2,(a) Disapproval.,0,(c) The person shouting at him turned out to be his dad.,2
"['Gratitude', 'Jealousy', 'Annoyance', 'Nervousness', 'Anger', 'Disappointment']",4,"['I found out his friend talks badly about me behind his back', ""I wasn't invited to the birthday party"", 'I am always excluded from parties', ""My friend didn't tell me about the party in advance""]",0,(e) Anger.,4,(a) I found out his friend talks badly about me behind his back.,0,(e) Anger.,4,(a) I found out his friend talks badly about me behind his back.,0,(e) Anger,4,(b) I wasn't invited to the birthday party.,1,(e) Anger.,4,(a) I found out his friend talks badly about me behind his back,0,(e) Anger.,4,(a),0
"['Hopeful', 'Hopeless', 'Disapproval', 'Fear', 'Embarrassment', 'Gratitude']",0,"['His boss will always criticize him', 'His boss praised his effort', 'He loved presenting his ideas to the team.', 'He used the criticism to improve his idea']",3,(f) Gratitude.,5,(d) He used the criticism to improve his idea.,3,(f) Gratitude,5,(d) He used the criticism to improve his idea.,3,(f) Gratitude.,5,(d) He used the criticism to improve his idea.,3,"Based on the given scenario, Julius would ultimately feel (f) gratitude for the harsh feedback from his boss, as it helped him realize his areas of improvement and motivate him to refine his ideas. Therefore, the correct answer is (f).",5,(d) He used the criticism to improve his idea.,3,(f) Gratitude,5,(d) He used the criticism to improve his idea.,3
"['Sadness', 'Jealousy', 'Embarrassment', 'Pride', 'Delight', 'Disappointment']",4,"[""His parents skipped his younger brother's baseball game to attend his awards ceremony"", ""His parents managed to attend both his ceremony and his brother's baseball game"", 'His flawless academic record has brought him a lot of satisfaction', 'He was alone on the stage and liked the attention.']",0,(d) Pride.,3,(c) His flawless academic record has brought him a lot of satisfaction.,2,(d) Pride,3,(c) His flawless academic record has brought him a lot of satisfaction.,2,(d) Pride.,3,(c) His flawless academic record has brought him a lot of satisfaction.,2,(d) Pride,3,(c) His flawless academic record has brought him a lot of satisfaction.,2,(d) Pride.,3,(c) His flawless academic record has brought him a lot of satisfaction.,2
"['Remorse', 'Pessimism', 'Delight', 'Disappointment', 'Anticipation', 'Anger']",2,"['He has a new camera', 'He finally gets to take pictures of the bird he was looking for', 'He enjoys sitting on a tree branch.', 'He just likes sitting outside']",1,(c) Delight.,2,(b) He finally gets to take pictures of the bird he was looking for.,1,(c) Delight.,2,(b) He finally gets to take pictures of the bird he was looking for.,1,"(c) Delight

Explanation:
In this scenario, Joe initially felt delight upon spotting the rare bluebird. However, when the bird flew away, he must have experienced disappointment. However, when the bird returned, he likely felt delight once again. Therefore, the emotions that Joe would ultimately feel in this situation are delight and disappointment.",2,(b) He finally gets to take pictures of the bird he was looking for.,1,(c) Delight.,2,(b) He finally gets to take pictures of the bird he was looking for.,1,"(c) Delight

Explanation: Joe was able to finally spot the rare bird after months of attempting to do so, which would likely elicit feelings of delight or excitement upon seeing it. Although the bird flew away before Joe could capture its image, he was still happy to have seen it again and was able to enjoy the experience despite the setback.",2,(b) He finally gets to take pictures of the bird he was looking for,1
