Emo Choices,Emo Label,Cause Choices,Cause Label,Emo Res 1,Emo Pred 1,Cause Res 1,Cause Pred 1,Emo Res 2,Emo Pred 2,Cause Res 2,Cause Pred 2,Emo Res 3,Emo Pred 3,Cause Res 3,Cause Pred 3,Emo Res 4,Emo Pred 4,Cause Res 4,Cause Pred 4,Emo Res 5,Emo Pred 5,Cause Res 5,Cause Pred 5
"['失望', '生气', '自豪', '惊喜', '尴尬', '绝望']",3,"['她认为她的巴克拉瓦非常完美', '尽管她不喜欢自己做的千层酥，她还是对女儿很喜欢它很惊喜', '她的女儿刚刚回到家', '巴克拉瓦并未被毁掉']",1,"多多的情急响应：
（e）叹息",4,"啵!  This is a classic Chinese idiomatic sentence, and the answer is (b):  Although she may not like the candy she made, she is still happy that her daughter likes it very much.
Here's a breakdown of the sentence: 
* 多（duō）罗（luó）",1,"Multiple choice questions: 
（a）失恋
Answer: (a). lost.",0,"based on the scenario, 多多 would feel disappointed because: (c):  Her daughter just returned home.
Explanation: In this scenario , Multi's daughter has just arrived home, and she has failed to make the traditional Persian dessert, which was meant to be a surprise for her daughter. This failure is likely to have caused",2,"Based on the scenario provided, the best answer is (b):  angry.
Multiple reasons can contribute to Multiple's anger in this situation: firstly, she has put in a lot of effort and time into making the sesame seed cake, only to find out that it has failed. Secondly. her daughter has just returned home and seen the",5,"在此情景下, 多多为的总是悲苦是（c）。  Here's why: 
Multiple feels sad because her daughter just returned home and saw the failed attempt at making the sesame seed cake. The daughter' s reaction of raising a thumb upwards implies that she is disappoint",2,"Multiple choices: 
（a）失恋
({b）生快
{c）自己
 ({d）震撼
{(e）偷倒
/{f）灰望",4,"在 this situation, 多丽 would feel embarrassed because: (b). Although she may not like her own attempt at making the thousand-layer cake, she is still happy to see her daughter's reaction to it.",1,"Based on the given scenario, 多多最后总是（e）受到了困扰。",4,"Based on the scenario provided, the reason why 多伦 (Multi) feels embarrassed is: (c). Her daughter just returned home and saw the failed attempt at making the sesame seed cake.",2
"['失望', '生气', '惊喜', '绝望', '自豪', '尴尬']",2,"['他的妻子欣赏他的努力，即使发现了他的错误', '他的妻子欣赏他的努力，喜欢他的画', '他认为他花了一副完美的画', '他在画画时犯了错并且很在意']",1,"西MON是个業餘畫家。他猛花一隻多過的星點，繪製他已驱寂境的爱犬衣 portrait。After completing the painting, he stepped back and suddenly realized that",-1,西MON是个休画的， он花费了几个星周画她已驱物萌像，完后快速检查，发現他咪发色的题画了，就这样时间，其婆依看,-1,"西门最后怎么样？
（a）失败
Weston will feel disappointed.",0,（d）  He feels disappointed because he made a mistake while painting and his wife noticed it immediately.,3,"西门最后怎么样？
（a）失败
Weston will feel disappointed.",0,（d）  He feels disappointed because he made a mistake while painting his beloved pet's portrait and his wife noticed it immediately.,3,"西门最后怎么样？
（a）失败
Weston will feel disappointed.",0,"西MON是个業餘畫家, 完了寵物背景的繪疑後, discovered that he had painted the wrong color for his pet's fur. His wife saw the painting and exclaimed, ""This is exactly how I remember it!""
WestMON will feel disappointed because:",-1,"西门最后怎么样？
（a）失败
Weston will feel disappointed.",0,（d）  He felt disappointed because he had made a mistake in painting his late pet's fur color.,3
"['气恼 & 生气', '气恼 & 伤心', '气恼 & 尴尬', '尴尬 & 生气', '感激 & 尴尬', '感激 & 开心']",5,"['他的老板出现并夸赞了他的作品', '他的同事不喜欢他的艺术作品', '没有同事前来', '他不喜欢自己的画']",0,"在this situation, Andi would likely feel: (b): disappointed and hurt.",1,"在该情景下,安徹总会Feel embarrassed and hurt because: (d). He doesn't like his own artwork.
So, the correct answer is (д).",3,"在this situation, Andi would likely feel: (e):  gratitude & embarrassment.",4,很好，我们可能会有一些问逻和疑问来探讨这段情节。安汀在经历了一系列困难和失败后，突然会 Feel gratified and embarrassed? 这,-1,"在此情节下, 安徹最后总会抱憾的毫不是（e）满悦 &amp; 開心。因为，雖然安提不到同僚出現，老闻还是指正他��",4,"很好，我们可能会有一些困难，因为这是一个假设和一种情況。依据提�oid，在安顿 finally set up his exhibition and exhibited his paintings, but no one showed up. However, his boss",-1,"Based on the scenario you provided, the best answer is (b): 安定 &amp; 痛心 (Andy is disappointed and hurt).",1,"在该情景下,安德为何会Feel embarrassed and hurt?
The answer is (c): 安得没人前去。",2,"在此情景下, 安提肖最后的沟通態度可能是：
（e）怡满 &amp; 開心。",4,"在此情景下,安徹應该採取（c）没人前來。因为根據描辭，該安提過隔週勤儉創作的畫作，陪",2
"['愧疚', '反对', '惊喜', '尴尬', '嫉妒', '紧张']",2,"['他被评为前六名的艾伯特', '虽然他最初对自己的失败感到失望，但是被取消资格的选手让他进入了前五，使他赢了赌注', '他证明了他的父亲是对的', '他的父亲准备给他买一台新的笔记本电脑']",1,"考虑到該情況下費亞特的情緒，我們可以知道他最後會有哪種態度：
根據情节，如賈丹失敗，��",-1,"在此情形下, （b）谁被选为胜利者。 
解释: 在第六天, the organizer revoked the qualification of one of the top five students due to cheating. As a result, there were five remaining students, including 雷丹,",1,虽然谁都不想失去新硬件，但是考评结果并不是一个完全公正的过程。因此，在蒂莫·肯普顿的情节下（假设），,-1,（d）他의 祖籍宁尽给了新篇本電腦,3,"虽然迈尔特未能进行前五名,但因选hands's disqualification, he has now moved up to fifth place. Therefore, his father will buy him a new laptop as promised.
So, the answer is (c): 喜莱。",2,"（b）  Although he initially felt disappointed about not making it into the top 5, the fact that the selected student was disqualified due to cheating made him enter the fifth place, thus winning the bet.",1,详情请参考附加的文本。,-1,（d）他の祖籍宁尝给 him buy a new laptop.,3,"谢诺!  Based on the given information, the best answer is (d): 落幕.",3,"谢謝你提出问naire!  After careful consideration, I believe the answer is (b): Although he initially felt disappointed about not making it to the top 5, the fact that the disqualified student moved him up to 6th place means he technically won the bet.",1
"['生气', '释怀', '娱乐', '绝望', '伤心', '愧疚']",1,"['她被她的老板表扬', '她终于满足了客户的期望', '起初，她对自己的一天感到沮丧，但是她开始跳舞来减轻压力，并感到轻松释怀', '客户在多次修改后接受了她的工作。']",2,"based on the scenario you provided, the best answer is (e): � sadness.
Here's why: The scenario describes a situation where μμ is feeling frustrated and upset after being rejected by her clients multiple times, leading to a scolding from her boss. After arriving at the dance studio, she",4,"在此情景下, 某朋曼（捷洛）悔心是因为（c）。 Here's why: 
In this situation, Jiamen feels hurt because (c):  Initially, she felt depressed about her day, but she started dancing to rel",2,"Based on the scenario you provided, the best answer is (e): � Embarrassed.
After being rejected by her clients and scolded by the boss, Mia feels embarrassment and shame, which can be seen in her expression in the mirror as she nods her head in disappointment.",4,"Based on the passage, the correct answer is (c): 敏捷 initially felt depressed about her day, but she started dancing to relieve stress and feel more relaxed.
Here's the context: 
""披�洗熱愛踏舞"", she thought, ""this is",2,"Based on the scenario provided, the best answer is (e): �.
As the customer repeatedly rejected her work and the boss scolded her, 貳毛 felt frustrated and disappointed. She let out a sigh and looked at herself in the mirror, feeling a sense of disappointment and sadness",4,在该情景中， Options (c): 早晨， она抱憾地思考了一个多的时间，因为刚才的 client 多于响应借助做了，迟缓了自然的进程,2,"Based on the situation described, the best answer is (e): 웃 heart.
After a stressful day at work, where her client rejected her work multiple times and her boss scolded her, Mengmeng finally arrives at the dance studio and lets out a sigh of relief. She then starts dancing and forgets about",4,"啵哩，这是一个启示性的情节！�
根据文章中的描範，我们可以知道欧朵曼（戚涛）患有产生依��",-1,"Based on the scenario provided, the best answer is (e): � hurt.
As the customer repeatedly rejected her work and the boss scolded her, 貨温 (Momo) felt hurt and frustrated. The act of dancing and looking into the mirror afterward suggests that she is trying to release",4,啵哩，这是一个异常难题。据我理解，问的是旁报描照中某人（欧朵）在舞 Studio 后整容自我，而产生了便,-1
"['反对', '娱乐', '害怕', '紧张', '气恼', '无感']",1,"['他享受被称为糟糕的司机的感觉。', '他热爱交通', '他发现对他大喊大叫的人是他爸爸，是个惊喜', '他喜欢对抗']",2,"在该情景下, 小안最后会拥有哪种惑摇？
Answer: (e ) 震撼",-1,"在此情景下, 小안会 Feel 无 sensation 是 (c).  He discovers that the person shouting at him is his father, which is a surprise.",2,"在该情景下, 小鞍最后拥有的沟通是：
（e）惊讶",4,"在此情景下, 小안会 чув得激怒的原因是（c） he discovers the person yelling at him is his father. Therefore, the answer is (c).",2,"在该情景下, 小안最后会 испытывать哪种满足？
根据情节，可以知道小 Anton 和其祖籍的关系，因此小 Ant 最後会 Feel (e): 驚訝。",4,"在该情景下, 小안可能会 Feel embarrassed for the following reasons: 
（c） He discovers that the person shouting at him is his father.
Embarrassment is a common emotion that people experience in social situations, especially when they are criticized or ridiculed in front of others.",2,"Based on the scenario provided, the best answer is (c): 逃脱.
小안 is shocked and surprised to discover that the person yelling at him is his father, and he may feel a mix of emotions such as fear, embarrassment, or disbelief. Therefore, option (e): Panic is the",4,"在this situation, 小안 (Little An) feels embarrassed because: (c). He discovers that the person yelling at him is his father.",2,"在 diesem scenario, 小안 (Little An) will likely feel: (d): anxious.
Explanation: When Little An encounters the angry person who is yelling at him for his driving, he will feel anxious because he is facing a confrontational situation that could escalate into something more serious. The fact that the person yells",3,"祝你好!  Based on the situation you described, the best answer is (c): 小안发現对 him大鸣大 exclaimed that the person was his father.
When  kleinen encountered the traffic jam and heard someone shouting at him, he felt anxious because he suddenly realized thatthe person who was shout at h im was",2
"['嫉妒', '生气', '失望', '气恼', '感激', '紧张']",1,"['我没有被邀请参加生日派对', '虽然我一开始只是恼火，但发现朋友在说我的坏话，我的恼火变成了生气', '我的朋友没有提前告诉我关于派对的事情', '我总是被排除在派对之外']",1,"在此情景下, 你最后会怎样整个挂？
根据你的情节描述，你会Feel (忧伤)。 Therefore, the correct answer is (e): 遇惊。",4,"这是一个适合你的情报问卷。根据你提供的信息，可以确定你会选择 option (b): although I initially felt hurt, but discovering that my friend had been talking behind my back, my hurt feelings turned into anger.
So,",1,"Based on the scenario you provided, the best answer is (d): 醉。",3,"你选择了（b）。 Correct!
Your reasoning is that although you initially felt hurt because you weren't invited to the party, you then realized that your friend was also talking about you behind your back, which made your initial hurt turn into anger.",1,"在你的情节下,你最可能会拥有的满足是（d）悔疑。",3,"在此情景下, 您会 Feel annoyed because: (d). You are always excluded from the party.
So, the answer is (D).",3,"Based on the situation you described, the best answer is (d): 醉。",3,"在此情景下, 您会 чувствовать憤慨是因為數個原因，包括：
（a）沒有得到預先遞交的點子：據稱摯友",0,"该情节描述了你因拒饮生肖而受到别人的攻击，导致你怀念很多。在此情形下,你最后会抱憾的是: (d",-1,"很好，Let's see...
Since you are feeling upset because your friend didn't invite you to his birthday party, and then you realize that he has been talking behind your back, you will likely feel: (d).
The correct answer is (D) I am always left out of social events.",3
"['害怕', '尴尬', '充满希望', '绝望', '感激', '反对']",2,"['他的老板赞扬了小尤的努力', '他的老板总是会批评小尤', '虽然这些严厉的评论让他感到伤心和失望，但他意识到他可以做得更好，并开始完善', '小尤喜欢向团队展示他的想法。']",2,"在this scenario, 小优最后拟有以下掌握情报：
（e）欢迎
In this situation, after small Yao's boss criticized him harshly during the meeting, he analyzed the feedback and realized that it was a necessary",4,"（c）  Although these harsh comments made him feel hurt and disappointed, he realized that they were necessary for his improvement and started to revise his ideas.",2,"在 this scenario, 小学最后会 Having a (c):  full of hope.
Explanation: 
In this situation, after 学受到了 his boss's harsh criticism, he analyzes the comments and realizes that they are necessary for his improvement. He reads his notes again and starts to refine",2,很抱您! 根据文章中的内容，最��uur option 是（c），因为小柔表示，谁考述的乔俑却营救了他，使他开启,2,"在 this scenario, 小优 will have the following feeling: (c):  filled with hope.
Explanation: 在面对老师的俯卧的Feedback， 学生小学会了解到自身的不足和缺点，但也意��",2,很好地！根据文章中的内容，最��uur选择是（c），因为小逵意中他们乍质的促进他对自身的改进。,2,"在this situation, 小宇 will have the following feeling: (c):  full of hope.
Explanation: 在 this situation , 老革's harsh feedback serves as a necessary condition for small 宇' s growth and improvement. By analyzing and re-reading his notes, he is able to refine his",2,"（c）  Although the harsh criticism from his boss made him feel hurt and disappointed, he realized that it was a necessary condition for his growth and improvement. He began to re-read his notes and start refining his ideas.",2,"Based on the scenario you provided, the best answer is (c): 聚拢。 Little Yue is likely to feel motivated and eager to improve his idea after receiving constructive feedback from his boss.",2,很好地，这是一个启示效的情节。根据文章中的信息，我们可知小洛的希复是（c），因为他认为艾普即使对其进一把争辩，也,2
"['尴尬', '自豪', '嫉妒', '伤心', '惊喜', '失望']",4,"['他的父母设法参加了他的庆祝活动和他哥哥的棒球比赛', '他以为父母会忽视他时，他们却出现来支持他', '他的完美学业记录给他带来了很多满足感', '小利独自在舞台上，喜欢这种关注。']",1,"Based on the given scenario, the best answer is (b):  self-pride.
The passage describes Little Li as a young boy who is often overlooked by his parents but is proud of his perfect academic record. When he sees his parent in the audience cheering for him, he feels a sense of self pride and accomplishment. Therefore, option",1,"在此情景中，少利拥有毫无关系的原因悲亢：
（c）  his perfect academic record brings him a lot of satisfaction.
 Therefore, the answer is (c).",2,"Based on the given scenario, the best answer is (b):  self-pride.
The passage describes Little Li as a young boy who is often ignored by his parents but is proud of his perfect academic record. When he sees his parent's smiling faces in the audience, he feels a sense of self -praise and accomplishment. Therefore,",1,"Based on the passage, the correct answer is (b):  he assumes his parents will ignore him, but they actually come to support him.
The passage states: ""他猜想照顾他是因為他经时常受到疏勃，所以他会跟",1,"在this situation, 小Li最后会 Feel （ Answer: (e ) Surprise）",-1,尽管小李的外在情急表示他悲亡，实际上他内在整体拥有宽泛的自信气质。根据描述，凡是他完成学��,-1,"在该情节中，最后小立最 likely to feel: (b).  self-proud.
Explanation: The passage states that 小 Leon is proud of his perfect academic record and that his parents are in the front row cheering for him, indicating that he is likely feeling self -pround.",1,这是个难度的情节，因此选择（c）小李的好学生记事给小他提供了最好的解释。根据描述，短文中提到了小智的"完全的學業記錄,2,"在此情景下, 小智最后拥有的情急可能是（b）自信。",1,"Based on the passage, the correct answer is (b):  he assumes his parents will ignore him, but they actually show up to support him.
The passage states: ""他（小lev）的心中总是悲乎惧亏，因為他认为家人倾向",1
"['失望', '生气', '悔恨', '惊喜', '悲观', '期待']",3,"['他只喜欢坐在外面', '他最终可以拍下他一直寻找的鸟的照片了', '乔有一台新相机', '他喜欢坐在树枝上。']",1,"based on the story, the best answer is (d): 驚喜 (surprise).
As the bird flew back to the tree branch, Jo was surprised and delighted to see it return.",3,"在此情景下, 杨举报喜的原因是（b）他 finally managed to take a picture of the blue bird he had been searching for. Therefore, the correct answer is (b).",1,"在此情景下, 且 likely to have the following emotion: (d)$ Surprise.
Explanation: When the bird flew back to the tree branch after flying away, Jo was surprised and likely felt a mix of excitement and joy. Therefore, the best answer is (D)$Surprise$.",3,"This is a classic lateral thinking puzzle. The answer is (b):  he finally can take a photo of the bird he has been searching for.
Explanation: The puzzles states that Jo has a hobby of taking photos of birds, and he had been trying to find a rare bird called Blue Bird. After many attempts, he eventually",1,依据情节，最优的选浏是（d）总折腾。,3,"在此情景下, 卫最旨恩悦是因为他发現了藍鳥。  Therefore, the answer is (b):  he finally found the blue bird he had been searching for.",1,"在此情景下, 亚卓最后怎么样懂？
根据情节，我们知道且具有较好的摄影技巧和 equipments，并优先级高，因此 options (a),",0,"（d）  he likes sitting on the tree branch.
Reason: In the passage, it is mentioned that ""亚思占的脑袋里充满了黑白灰的摄影相关的物品"" (his brain was filled with photography",3,"Based on the scenario you provided, the best answer is (d): Surprise.
As Jo discovered the blue bird perched on a tree branch, he was ready to take a photo, but the bird flew away just as he aimed his camera. When the same bird returned to the tree, Jo was caught off guard and felt surprised. Therefore, option",3,"依据故事情节，最优秀的选板是（b）他 finally got to take a picture of the rare bird he had been searching for. Therefore, the answer is (b).",1
