Emo Choices,Emo Label,Cause Choices,Cause Label,Emo Res 1,Emo Pred 1,Cause Res 1,Cause Pred 1,Emo Res 2,Emo Pred 2,Cause Res 2,Cause Pred 2,Emo Res 3,Emo Pred 3,Cause Res 3,Cause Pred 3,Emo Res 4,Emo Pred 4,Cause Res 4,Cause Pred 4,Emo Res 5,Emo Pred 5,Cause Res 5,Cause Pred 5
"['惊喜', '生气', '尴尬', '绝望', '自豪', '失望']",0,"['尽管她不喜欢自己做的千层酥，她还是对女儿很喜欢它很惊喜', '她认为她的巴克拉瓦非常完美', '巴克拉瓦并未被毁掉', '她的女儿刚刚回到家']",0,"Multiple choices: 
（a）恳喜：Multiple Roast is likely to be surprised and disappointed by the failed attempt at making the hundred-layered candy.
Reasoning: The situation is quite embarrassing for Multiple Roasts, as she has failed to make a dish that she was excited to share with her daughter",0,"Based on the scenario provided, the reason why 多丽 (Multi) feels surprised is: (a): Although she does not like her own made centipede-shaped candies, she is still very surprised that her daughter likes them very much.",0,"Multiple Choice Question: How does 多伦 feel after discovering that her thousand-layer cake has failed? Choose the best answer: 
（a）Surprised
({b}) Angry
{{c}} Embarrassed
((d)) Desperate
{e}) Proud
{(f)} Disappointed",5,"Multiple choice questions: 
（a）倒然又不太喜好自made 千级饼
Reason: Multiple reasons could contribute to her feeling disappointed. Firstly, she had put in a lot of effort and time into making the thousand-layer cake, and it had failed. Secondly ,",0,"Multiple choices: (e), (f), or (d).
Explanation: In this situation, 多丽 (Multiple) is likely to feel: 
* (E) Self-pride: Although her attempt at making the thousand-layered cake failed, she can still take pride in her effort and the fact that she",4,"Based on the situation described, the best answer is (a): Although she doesn't like her own made sesame sandwich, she's still very surprised and pleased for her daughter.
Reason: The passage states that the daughter returned home and tasted the seseme sandwhich, giving a thumbs up to her mother. This indicates that despite the",0,"Based on the scenario provided, 多多最后总会把沟 daughert 的满意表现。 Therefore, the best answer is (e):  self-confidence.",4,"这是一道humor题，Multi Roi (多美) in this situation is likely to feel proud because: (d). Her daughter just gave her a thumbs up, indicating that she still enjoys the failed dessert despite its imperfections.",3,"Based on the scenario provided, the best answer is (b): 伤恼。",1,"（d）She feels embarrassed.
Explanation: In this scenario, 多多 (Multi) feelsembarrassed because her daughter has just returned home and sees that the 千 layer cake she has been working on has failed. She may feel ashamed or embarassment that her attempt at making a delicious treat has not turned",3
"['惊喜', '生气', '尴尬', '绝望', '自豪', '失望']",0,"['他认为他花了一副完美的画', '他的妻子欣赏他的努力，喜欢他的画', '他在画画时犯了错并且很在意', '他的妻子欣赏他的努力，即使发现了他的错误']",1,西门最后的情怖是（d）灵悟。,3,（c）他发生了沟通失衡。,2,西门最后的情急是：（e）自夸。,4,"西MON是个業餘畫家。他 spent several weeks painting a portrait of his late beloved pet. After he finished, he stepped back and immediately noticed that he had painted the wrong color for his pet's fur. Just then, his wife saw the painting and exclaimed, ""This is exactly how I remember him!""
Weston",-1,"西MON是个休画 artist，he spent several weeks painting a portrait of his deceased beloved pet. After he finished, he stepped back and immediately noticed that he had painted the wrong color for his pet's fur. Just then, his wife saw the painting and exclaimed, ""This is exactly how I remember him!""
Western'S",-1,"Based on the given situation, the reason why 西mont feels disappointed is: (c). He made a mistake while painting and is very self-conscious about it.
So the answer is (C) He feels self conscious about making a mistakes while drawing.",2,"西门最后的情狀是：(准确的回營)
因为在西門完工後，她的丈夫看了圖片，似乎没有担忧或沮喪的表情，反�",-1,（c） he felt disappointed because he had made a mistake in painting his pet's fur color.,2,西门最后的心理状态是：（e）自夸。,4,"（C）西MON feels proud because he realized that his wife appreciated his effort and liked his painting, even though he made a mistake with the color of his late pet's fur.",2
"['感激 & 尴尬', '感激 & 开心', '尴尬 & 生气', '气恼 & 生气', '气恼 & 伤心', '气恼 & 尴尬']",1,"['没有同事前来', '他的老板出现并夸赞了他的作品', '他不喜欢自己的画', '他的同事不喜欢他的艺术作品']",1,"Based on the scenario you provided, the best answer is (a): 安�Did feel grateful and embarrassed.",0,"在this situation, 安德 (Andy) feels embarrassed and gratified for the following reasons: 
（b） His boss appears and praises his artwork, making him feel proud and appreciated.",1,"安德的最后怦悚涟的极其可能性：
（e）惊慌 &亏心",4,"在此情景下,安汀总会 Feel 沮丧和侮辱。 Therefore, the correct answer is (b):  его老闻出场并褒勵他作画。",1,"在此情景下, 安提至最后会抱持享樂的態度，因为他老闻出現時，強調了其技巧，使其滿足和自信。 因此，最後安��",-1,（b）他의 老雇主出現并褒勵了 его作품。,1,"在此情景下, 安顿最后会抱持� quests: 
（a）满怀&傲慢
安兹 finally sets up his exhibition and displays his paintings, but unfortunately, no one shows up to attend. Just as he is about to leave,",0,（b）他의老块出示并褒勵了安顿的制作。,1,"Based on the situation you described, the best answer is (a): 安比把怒 &amp; 负笑.
Andy was initially disappointed and frustrated that no one showed up to his exhibition, but when his boss complimented his artwork and acknowledged his skills, he felt a",0,"在此情景下,安徹應該慶幸和驕傲，因為他 finally achieved his goal of organizing an exhibition and showcasing his artwork, despite the lack of attendance from his colleagues. His boss's praise and appreciation for his work",-1
"['嫉妒', '尴尬', '紧张', '惊喜', '反对', '愧疚']",3,"['虽然他最初对自己的失败感到失望，但是被取消资格的选手让他进入了前五，使他赢了赌注', '他证明了他的父亲是对的', '他的父亲准备给他买一台新的笔记本电脑', '他被评为前六名的艾伯特']",0,"详情请看以下回级：
（a）剌刺：谁知道，如何跟着祖牙的战斗？虽然追逐前五名的目标失去了，��",0,（A）谁知道取关資格選手的消息会轻易地跟进来。,0,"至于該問題，我會回絕（e）反叛。說明如下：
根據契约，如賈丕特不能進入 top 5，則他的father 不會��",4,（A）谁知道，取而代之的。,0,"谢诺!  Based on the scenario you provided, the best answer is (c): 负气。",2,（d）  He will feel relieved because he is no longer in danger of losing the bet.,3,"谢诺!  Based on the information provided, the best answer is (d): 驚喜 (surprise).",3,（a）谁知道，取 Replace 的名次跑到了第六。,0,至于該問題，我們需要考慮蓋佛特的情懷和反映。根據情節，如他没入名前五名且前 five名的选运被獲,-1,谢贤，这是一个逻辑题，我们可以通过考迷的回约来解释为何詹宁特会 чув得恶心。根据题目中提到的契約，,-1
"['释怀', '伤心', '生气', '绝望', '娱乐', '愧疚']",0,"['起初，她对自己的一天感到沮丧，但是她开始跳舞来减轻压力，并感到轻松释怀', '她被她的老板表扬', '她终于满足了客户的期望', '客户在多次修改后接受了她的工作。']",0,"在this situation, 艾欧最后整个概念挺likely to feel: (e） Entertainment.
Explanation: 
In this scenario, after a stressful day at work where her client rejected her work multiple times and her boss scolded her, Mia finally arriv",4,"（d）客ustom finally accepted her work after multiple revisions.
Explanation: In this scenario, 毫�慕 (Momo) feels relaxed and entertained after dancing because she has finally managed to please her customer after several revisons. The customer's repeated rejection of herwork had caused her stress and",3,"Based on the given scenario, the best answer is (b): � Feeling depressed.
After a difficult day at work where her client rejected her work multiple times and her boss scolded her, Mengmeng arrives at the dance studio and lets out a sigh of relief as she drops her bag. She then",1,"Based on the passage, the correct answer is (a): 楼梯悄惧舒適。 Here's why: 
The passage states that 瑪琳 (Mirror) felt depressed and frustrated after her client rejected her work multiple times, leading to a",0,"在this situation, 챫 would likely feel: (b).  hurt.
Explanation: 
After being rejected by her clients and scolded by their boss, she may feel hurt and disappointed, leading her to seek solace in dance as a way to release her emotions and relieve her stress. The act of dan",1,（d）Customer finally accepted her work after multiple revisions.,3,"Based on the scenario provided, the best answer is (b): � Wounded.
After being rejected by her clients and scolded by their boss, 蛋捞欢 (Gāngmó) feels hurt and disappointed. She lets out a sigh and starts to dance to release her emot",1,"Based on the passage, the correct answer is: (a). 楊瑜曼 feels hurt because she initially felt disappointed with her day, but she started dancing to relieve her stress and feel more relaxed.",0,"Based on the scenario you provided, the best answer is (b): 웤 heart.
As the customer repeatedly rejected her work and her boss scolded her, ��� felt frustrated and hurt. She let out a sigh and started to dance, releasing her emotions and finding a way to relax and unwind",1,（d）客客在 multiple times rejecting her work before finally accepting it.,3
"['反对', '娱乐', '气恼', '紧张', '害怕', '无感']",1,"['他发现对他大喊大叫的人是他爸爸，是个惊喜', '他热爱交通', '他喜欢对抗', '他享受被称为糟糕的司机的感觉。']",0,"在该情景下, 小안最后拟有 following emotions: 
（a）反對
So, the answer is (a): 他最後應有反抗的態度。",0,"在该情景下, 小恩可能会反映以下原因: 
（a） 发現对自己大鸣大张的是自家灵的，拥有了一个可怕和满足的情況。在",0,"在该情景下, 小안最后会表现为：
（e）忧虑",4,"在该情景下小 Ан担忧可能是（c），因为 he is afraid of confrontation.
Explanation: 
In this scenario, Little Ant is likely to feel anxious because he fears confrontations. The fact that the person yelling at him is his father adds to the stress and surprise of the",2,"在this situation, 小 Ан最后会 Feeling: (e).  Afraid.",4,很有趣！这是一个让人考虑的情景。根据情节，我认为小안会选择（c）他是喜乐对手的。小 Ан在交流中表现出对对方的不满和攻击,2,"在此情景下, 小안最后会表现出似乎是（d）緊張。",3,（d）小안优势在于他很习气地俯首，面临脱胎的情绪。,3,"Based on the scenario you provided, the best answer is (c): 醇憤.
In this situation, Little An encountering a traffic jam and being yelled at by a stranger, only to find out that the stranger is his father, would likely feel embarrassed (這個字串). He may feel ash",2,"在this situation, 小안 (Little An) feels annoyed because: (d). He enjoys being called a bad driver.",3
"['生气', '失望', '嫉妒', '紧张', '气恼', '感激']",0,"['虽然我一开始只是恼火，但发现朋友在说我的坏话，我的恼火变成了生气', '我没有被邀请参加生日派对', '我的朋友没有提前告诉我关于派对的事情', '我总是被排除在派对之外']",0,"在此情景下, 你最后会拥有哪种满足?  Please choose the corresponding letter from the options: 
a. 伤怒 (angry)
b. disappointed
c. jealous
d. nervous
e. embarrassed (ashamed)",-1,"很好，你好！这是一个common sense problem，可以通过分析情节来解释为何你会feel offended。Let's analyze the situation together: ��
You feel offened because: (a). Although you initially felt hurt that you",0,"在此情景下, 你最后会怎样拟想？
根据文章中的描述，你曾经找到了您的好友在生DAY报似party上没随便遇到，并",-1,"Based on the scenario you provided, the correct answer is (a):  Although I initially felt hurt, but discovering that my friend was talking bad about me, my hurt feelings turned into anger.",0,"很好，这是一个常质的情怀场景。 根据您所描述的场面，最有可能的整体概念是：
（e）惊慌。",4,"在该情景下, 您会Feel offended because: (c). My friend didn't tell me about the party.
Therefore, the correct answer is (C).",2,"based on the situation you described, the best answer is (e): 负�怒.
You are feeling annoyed and hurt because your friend didn't invite you to his birthday party, and you realize that he may have been talking behind your back. This emotion is a common reaction when someone feels disrespected or ignored",4,您选择的是（a）谁然只有惊火而变为生気。,0,"Based on the scenario you provided, the best answer is (b): lost hope.",1,"Based on the given scenario, the correct answer is (a): although I initially felt hurt, but then I found out that my friend was saying bad things about me, my hurt feelings turned into anger.",0
"['充满希望', '害怕', '绝望', '反对', '感激', '尴尬']",0,"['虽然这些严厉的评论让他感到伤心和失望，但他意识到他可以做得更好，并开始完善', '他的老板总是会批评小尤', '他的老板赞扬了小尤的努力', '小尤喜欢向团队展示他的想法。']",0,"在 this scenario, 小优最后会 having  feeling: (e):  encouraged.",4,"（a）肯定。 According to the passage,  kleine Yue felt encouraged and motivated by his boss's harsh feedback because he realized that it was a necessary condition for his improvement. He was not discouraged by the criticism, but instead saw it as an opportunity to improve his ideas and do better in the future.",0,"Based on the scenario provided, the best answer is (c): 伤心。",2,（d）小小喜好向该團體展现他想方设。,3,小逵的最后惑气情焦是（e）欢迎。,4,（a）考述。,0,"在 this scenario, 小悟最后拟有 what feeling? 
Answer: (e] Motivated",-1,"在该情景下,  kleinen 悔受的原因是（a），因为他认为自 himself 可能会干得还不很好。",0,"Based on the scenario provided, the best answer is (c): 伤憂。 Little Yao is likely to feel disappointed and frustrated after his boss's harsh criticism of his ideas.",2,（d）小气受到了挫折。,3
"['自豪', '嫉妒', '伤心', '失望', '尴尬', '惊喜']",5,"['他以为父母会忽视他时，他们却出现来支持他', '他的完美学业记录给他带来了很多满足感', '他的父母设法参加了他的庆祝活动和他哥哥的棒球比赛', '小利独自在舞台上，喜欢这种关注。']",0,"在此情节中，少year 小希最后总是拥有以下极ño：
（e）屈辱
根据文章中的信息，留学生的father and mother are going to attend his award ceremony, but they are not goingto attend because of",4,問題：在這個情況下小瀏（Little Li）怎麼會應該悔？適當的選項是（b）。小錢（Li）因為他完,1,"在此情景下, 小希最后会拥有哪种气持？
根据情节，可以知道小提的情怀变化，最後他会表现出來的是（e）叹息。因此，灵活选�",4,"啵!  I can help you with that! The answer is (a):  he thinks his parents will ignore him, but they actually come to support him.",0,"在此情景下, 小立最后会拥有哪种氛围？
根据情节，可以知道小串是个努力学习的孩子，并且他在学業方面取得了很好的成",-1,"您选择了（c）小 Lig's parents manage to attend his award ceremony and his brother'ss baseball game.
So, the reason why Little Lig feels surprised is because his parents were able to make it to his awards ceremony despite their initial plan to skip it due to their son'sm brother 's baseball match. This unexpected",2,"Based on the passage, the best answer is (a):  self-proud.
The passage describes Little Li's feelings of heaviness and sadness upon realizing that his parents will not attend his award ceremony due to his brother'ss baseball game. However, when he looks towards the audience and sees his parentssitting in the front row, sm",0,"Based on the passage, the correct answer is (b):  he feels proud of his perfect academic record.
The passage states that ""他因学業優良，獲得了多個積極評價"" (he has obtained many positive evaluations for his academic achievements), which",1,"在此情节下, 小流最后拥有的情怀是（e）叹息。",4,"問題：小立在這個情況下應該怎樣悶？可能是：
（a）他思想為當他發現童年時，甚至是在他",0
"['惊喜', '失望', '生气', '悲观', '悔恨', '期待']",0,"['他最终可以拍下他一直寻找的鸟的照片了', '乔有一台新相机', '他只喜欢坐在外面', '他喜欢坐在树枝上。']",0,依据文章中的描述，最优的选擇是（b）失败。,1,"Based on the scenario provided, the reason why Jo feels disappointed is: (c): He only likes to sit on trees.
Jo was sitting on a tree branch, ready to take a photo of the blue bird that had finally landed, but the bird flew away before he could take the photo. This made Jo feel disappointment because he was only",2,"Based on the story, the best answer is (b): lost hope.
As the bird flew away each time Jo tried to take a photo, his hopes of capturing the rare bird were gradually lost, leading him to feel disappointed and disheartened.",1,"在该情景中，布亚最沮丧是因为：
（d）他likes sitting on the tree branch。 
As he was about to take a photo of the blue bird, it flew away, and he felt disappointed because he had finally found the rare bird he has been searching for, but",3,"Based on the situation described, the best answer is (b): lost hope.
As the bird flew away again after Jo had settled down to take a photo, Jo would likely feel a sense of disappointment and lost hope in capturing the rare bird.",1,"Based on the story, the reason why Jo feels disappointed is: (c). He only likes to sit on outside.
Jo was sitting on a tree branch to take a photo of the blue bird, but the bird flew away before he could take the photo. Jo felt disappointment because he was only sitting outside and not on his preferred spot, which",2,"在此情景下, 亚思最后会抱怨慨。 Therefore, the answer is (c): Disappointment.",2,"Based on the story, the correct answer is (c): 刚才 he only likes to sit outside.
The reason why Jo feels frustrated is that he had finally found the rare bird he was looking for, but just as he sat down to take a photo, it flew away again. Jo's disappointment and frustration come",2,"Based on the story, the best answer is (b): lost hope.",1,"Based on the story, the correct answer is (c): 刚才亮的是且他only likes sitting on that tree branch.
The reason why Jo feels disappointed is because he was eagerly waiting for the blue bird to return so that he could take a photo of it, but it flew away before he had",2
