Emo Choices,Emo Label,Cause Choices,Cause Label,Emo Res 1,Emo Pred 1,Cause Res 1,Cause Pred 1,Emo Res 2,Emo Pred 2,Cause Res 2,Cause Pred 2,Emo Res 3,Emo Pred 3,Cause Res 3,Cause Pred 3,Emo Res 4,Emo Pred 4,Cause Res 4,Cause Pred 4,Emo Res 5,Emo Pred 5,Cause Res 5,Cause Pred 5
"['Disappointment', 'Anger', 'Pride', 'Delight', 'Embarrassment', 'Hopeless']",3,"['Her daughter enjoyed the Baklava despite it being ruined', 'She thought her Baklava was perfect', 'Her daughter just arrived home', 'The Baklava was not ruined']",0,Answer : (c ) P ride,2,Answer : (a). Her daughters enjoyed The baklava Despite it Being ruin,0,Answer : (c ) P ride,2,Answer : (a). Her daughters enjoyed The baklava Despite it Being ruin,0,Answer : (c ) P ride,2,Answer : (a). Her daughters enjoyed The baklava Despite it Being ruin,0,Answer : (c ) P ride,2,Answer : (a). Her daughters enjoyed The baklava Despite it Being ruin,0,Answer : (c ) P ride,2,Answer : (a). Her daughters enjoyed The baklava Despite it Being ruin,0
"['Disappointment', 'Anger', 'Delight', 'Hopeless', 'Pride', 'Embarrassment']",2,"['His wife appreciated his effort despite noticing the mistake', 'His wife appreciated his effort and liked his portrait', 'He thought he had painted the perfect portrait', 'He made a mistake in a painting he cared about']",1,Answer : (c ) Deligh,2,Answer : (d). He Made a Mistake in Painting He Cared About.,3,Answer : (c ) Deligh,2,Answer : (d). He Made a Mistake in Painting He Cared About.,3,Answer : (c ) Deligh,2,Answer : (d). He Made a Mistake in Painting He Cared About.,3,Answer : (c ) Deligh,2,Answer : (d). He Made a Mistake in Painting He Cared About.,3,Answer : (c ) Deligh,2,Answer : (d). He Made a Mistake in Painting He Cared About.,3
"['Gratitude & Joy', 'Embarrassment & Sadness', 'Embarrassment & Anger', 'Sadness & Anger', 'Gratitude & Anger', 'Embarrassment & Joy']",0,"['His boss showed up and praised his work', 'His coworkers disliked his artwork', 'Nobody from work showed up', ""He didn't like his own drawings""]",0,Answer : (b Embarsement & sadness),1,Answer : (a).,0,Answer : (b Embarsement & sadness),1,Answer : (a).,0,Answer : (b Embarsement & sadness),1,Answer : (a).,0,Answer : (b Embarsement & sadness),1,Answer : (a).,0,Answer : (b Embarsement & sadness),1,Answer : (a).,0
"['Guilt', 'Disapproval', 'Delight', 'Embarrassment', 'Jealousy', 'Nervousness']",2,"['He was named in the top 6', 'He proved his father right', 'His father was going to buy him a new laptop', 'Because one of the top 5 contestants cheated and was disqualified, this put him in the top 5']",3,Answer : (c ) Deligh t,2,"Answer : (d). Because One of The Top  Five Contestants Cheated And Was Disqualifed, This Put Him In The top Five.",3,Answer : (c ) Deligh t,2,"Answer : (d). Because One of The Top  Five Contestants Cheated And Was Disqualifed, This Put Him In The top Five.",3,Answer : (c ) Deligh t,2,"Answer : (d). Because One of The Top  Five Contestants Cheated And Was Disqualifed, This Put Him In The top Five.",3,Answer : (c ) Deligh t,2,"Answer : (d). Because One of The Top  Five Contestants Cheated And Was Disqualifed, This Put Him In The top Five.",3,Answer : (c ) Deligh t,2,"Answer : (d). Because One of The Top  Five Contestants Cheated And Was Disqualifed, This Put Him In The top Five.",3
"['Anger', 'Relief', 'Amusement', 'Hopeless', 'Sadness', 'Guilt']",1,"['She was able to dance away her frustration and stress', ""She finally satisfied her client's expectation"", 'She got praised by her boss', 'Her client accepted her work after many changes.']",0,Answer : (e ) Sadnes,4,Answer : (c). Her bосs reprмandеd her.,2,Answer : (e ) Sadnes,4,Answer : (c). Her bосs reprмandеd her.,2,Answer : (e ) Sadnes,4,Answer : (c). Her bосs reprмandеd her.,2,Answer : (e ) Sadnes,4,Answer : (c). Her bосs reprмandеd her.,2,Answer : (e ) Sadnes,4,Answer : (c). Her bосs reprмandеd her.,2
"['Disapproval', 'Amusement', 'Fear', 'Nervousness', 'Annoyance', 'Unbothered']",1,"['He enjoys being called a bad driver.', 'He enjoys confrontations', 'He loves traffic', 'The person shouting at him turned out to be his dad']",3,Answer : (c ) F ear,2,Answer : (d ) The Person Shouting At Him Turned Out To Be His Dad,3,Answer : (c ) F ear,2,Answer : (d ) The Person Shouting At Him Turned Out To Be His Dad,3,Answer : (c ) F ear,2,Answer : (d ) The Person Shouting At Him Turned Out To Be His Dad,3,Answer : (c ) F ear,2,Answer : (d ) The Person Shouting At Him Turned Out To Be His Dad,3,Answer : (c ) F ear,2,Answer : (d ) The Person Shouting At Him Turned Out To Be His Dad,3
"['Jealousy', 'Anger', 'Disappointment', 'Annoyance', 'Gratitude', 'Nervousness']",1,"['I found out his friend talks badly about me behind his back', ""I wasn't invited to the birthday party"", ""My friend didn't tell me about the party in advance"", 'I am always excluded from parties']",0,Answer : (c ) Disppointmnet,2,Answer : (b). I was not invited the to birth day party,1,Answer : (c ) Disppointmnet,2,Answer : (b). I was not invited the to birth day party,1,Answer : (c ) Disppointmnet,2,Answer : (b). I was not invited the to birth day party,1,Answer : (c ) Disppointmnet,2,Answer : (b). I was not invited the to birth day party,1,Answer : (c ) Disppointmnet,2,Answer : (b). I was not invited the to birth day party,1
"['Fear', 'Embarrassment', 'Hopeful', 'Hopeless', 'Gratitude', 'Disapproval']",2,"['He used the criticism to improve his idea', 'His boss praised his effort', 'His boss will always criticize him', 'He loved presenting his ideas to the team.']",0,Answer : (c ) Hope.,2,Answer : (c ) He will constantly criticise him.,2,Answer : (c ) Hope.,2,Answer : (c ) He will constantly criticise him.,2,Answer : (c ) Hope.,2,Answer : (c ) He will constantly criticise him.,2,Answer : (c ) Hope.,2,Answer : (c ) He will constantly criticise him.,2,Answer : (c ) Hope.,2,Answer : (c ) He will constantly criticise him.,2
"['Embarrassment', 'Pride', 'Jealousy', 'Sadness', 'Delight', 'Disappointment']",4,"[""His parents managed to attend both his ceremony and his brother's baseball game"", ""His parents skipped his younger brother's baseball game to attend his awards ceremony"", 'His flawless academic record has brought him a lot of satisfaction', 'He was alone on the stage and liked the attention.']",1,Answer : (b ) P ride,1,Answer : (b). His Parents Skipped His Awards Ceremony to Attend His Younger Brother'S Baseball Game.,1,Answer : (b ) P ride,1,Answer : (b). His Parents Skipped His Awards Ceremony to Attend His Younger Brother'S Baseball Game.,1,Answer : (b ) P ride,1,Answer : (b). His Parents Skipped His Awards Ceremony to Attend His Younger Brother'S Baseball Game.,1,Answer : (b ) P ride,1,Answer : (b). His Parents Skipped His Awards Ceremony to Attend His Younger Brother'S Baseball Game.,1,Answer : (b ) P ride,1,Answer : (b). His Parents Skipped His Awards Ceremony to Attend His Younger Brother'S Baseball Game.,1
"['Disappointment', 'Anger', 'Remorse', 'Delight', 'Pessimism', 'Anticipation']",3,"['He finally gets to take pictures of the bird he was looking for', 'He has a new camera', 'He just likes sitting outside', 'He enjoys sitting on a tree branch.']",0,Answer : (d ) Deligh t,3,"Answer : (a). He feels disappointment because he had finally gotten the chance to capture the image of a bird that he has been searching for, only for it to fly away before he could take a picture.",0,Answer : (d ) Deligh t,3,"Answer : (a). He feels disappointment because he had finally gotten the chance to capture the image of a bird that he has been searching for, only for it to fly away before he could take a picture.",0,Answer : (d ) Deligh t,3,"Answer : (a). He feels disappointment because he had finally gotten the chance to capture the image of a bird that he has been searching for, only for it to fly away before he could take a picture.",0,Answer : (d ) Deligh t,3,"Answer : (a). He feels disappointment because he had finally gotten the chance to capture the image of a bird that he has been searching for, only for it to fly away before he could take a picture.",0,Answer : (d ) Deligh t,3,"Answer : (a). He feels disappointment because he had finally gotten the chance to capture the image of a bird that he has been searching for, only for it to fly away before he could take a picture.",0
