Emo Choices,Emo Label,Cause Choices,Cause Label,Emo Res 1,Emo Pred 1,Cause Res 1,Cause Pred 1,Emo Res 2,Emo Pred 2,Cause Res 2,Cause Pred 2,Emo Res 3,Emo Pred 3,Cause Res 3,Cause Pred 3,Emo Res 4,Emo Pred 4,Cause Res 4,Cause Pred 4,Emo Res 5,Emo Pred 5,Cause Res 5,Cause Pred 5
"['Disappointment', 'Pride', 'Anger', 'Delight', 'Hopeless', 'Embarrassment']",3,"['The Baklava was not ruined', 'Her daughter just arrived home', 'She thought her Baklava was perfect', 'Her daughter enjoyed the Baklava despite it being ruined']",3,"The daughter said ""thumbs up"" which means she likes the taste of the Baklava. So, Dorea will be happy because of her daughter's approval.
因此，最终的答案是：
(d)",3,"The Baklava was ruined because the bread was not crispy and the filling was bursting all over the pan. This means that Dorea's Baklava is not good at all. But her daughter said that the Baklava was delicious. So, Dorea felt delight.
最终的答案是：
(d) Her daughter enjoyed the Baklava despite it being ruined",3,"The daughter enjoyed the Baklava even though it was ruined. So, Dorea will be delighted.
答案： (d)",3,"The Baklava was ruined because the bread was not crispy and the filling was bursting all over the pan. This means that Dorea's Baklava is not perfect or not perfect at all.
Therefore, the correct answer is (c) She thought her Baklava was perfect",2,Dorea tried to make Baklava but it didn't turn out well so she felt disappointed. Her daughter tasted it and gave a thumbs up which made her feel proud. So the final answer is (a) disappointment.,0,"The Baklava was ruined because the bread was not crisp and the filling was bursting all over the pan. This means that Dorea will be disappointed.
所以，答案是：
(d)",3,"The daughter said ""thumbs up"" which means she likes the taste of the Baklava. So Dorea will be happy or delighted.
答案：（d）Delight",3,"The Baklava was ruined because the bread was not crisp and the filling was bursting all over the pan. This means that Dorea will be disappointed and feel bad about what happened.
Therefore, the correct answer is (d).",3,"Dorea tried to make baklava but it didn't turn out well so she felt disappointed. Her daughter said it was good but it wasn't true because it was ruined. So Dorea will feel disappointment again.
Answer: (a) Disappointment",0,"The Baklava was ruined because the bread was not crisp and the filling was bursting all over the pan. This means that Dorea will be disappointed because she wanted to make a good Baklava but failed.
所以最终的答案是：
(a)",0
"['Hopeless', 'Anger', 'Delight', 'Disappointment', 'Pride', 'Embarrassment']",2,"['His wife appreciated his effort despite noticing the mistake', 'His wife appreciated his effort and liked his portrait', 'He made a mistake in a painting he cared about', 'He thought he had painted the perfect portrait']",1,The painting is wrong so he will be disappointed.,-1,"The wife said she remembered her dog as having a certain color of hair. So Simon should be happy because his wife likes his work.
Therefore, the correct answer is (b).",1,"The painting is wrong so he will be disappointed.
因此，答案是：
(d)",3,"The wife said she remembered her pet as having the wrong color fur. This means Simon did something wrong. It is not good when you make mistakes especially when you care about what you do.
Therefore, the correct answer is (c).",2,"The correct answer is (d).

Why did we choose this answer? Because when Simon finished painting the wrong color, his wife said, ""That's exactly how I remember him,"" which means she likes the result. So Simon will be disappointed because he didn't paint what he wanted but also relieved because he got something his wife liked.",3,"His wife said she remembered her dog as having a different color than what Simon painted. So, Simon will be embarrassed because he did something wrong (he painted the wrong color), and he will also feel disappointed because he didn't achieve what he wanted (paint the perfect portrait).
Therefore, the correct answer is:
(c) He made a mistake in a painting he cared about",2,The painting is done but it is not what was expected so disappointment is inevitable.,3,The wife said she remembered her pet as having the wrong color fur. This means that Simon did not paint the perfect portrait. So the correct answer is (c).,2,"The correct answer is (d): disappointment.

Although Simon felt disappointed because he made a mistake, his wife's comment made him realize that he had captured the essence of his pet's appearance accurately. This could lead to some satisfaction or pride.",4,"His wife said she remembered her pet as having the wrong color fur. This means Simon did not paint the right color fur. So Simon will feel embarrassed because he made a mistake in a painting he cared about.
Answer: (c)",2
"['Embarrassment & Sadness', 'Embarrassment & Anger', 'Gratitude & Joy', 'Sadness & Anger', 'Gratitude & Anger', 'Embarrassment & Joy']",2,"['His boss showed up and praised his work', 'Nobody from work showed up', ""He didn't like his own drawings"", 'His coworkers disliked his artwork']",0,"Andy felt embarrassed because no one came to see his paintings. He also felt sad because he had worked so hard on his paintings but no one appreciated it. So, the correct answer is (a) Embarrassment & Sadness.",0,"Andy felt embarrassed because nobody came to see his paintings. He also felt sad because he had worked so hard on his art and no one appreciated it.
所以，答案是：
(b)",1,"Embarrassment because no one came to the exhibition.
Sadness because he worked so hard on his paintings but no one saw it.
Anger because his boss showed up after everyone else and didn't come when he invited them.
So, the correct answer is (b) Embarrassment & Anger.",1,"Andy felt embarrassed because nobody came to see his paintings but his boss did.
So, the correct answer is (a).",0,"Andy was disappointed that no one came to see his artwork. He felt sad because he had worked so hard on it and no one cared. He also felt embarrassed when his boss praised him because he thought everyone should have seen his work.
最终的答案是：
(a) Embarrassment & Sadness",0,"Andy felt embarrassed because nobody showed up while he was expecting everyone to be there. This is because he had worked hard on his paintings and wanted to share it with others.
Therefore, the correct answer is (b), nobody from work showed up.",1,"Andy felt embarrassed because no one came to see his paintings. He also felt sad because he had worked so hard on his artwork but it didn't pay off.
Anger is not mentioned in the story.
Gratitude is not mentioned in the story.
So, the correct answer should be (a) Embarrassment & Sadness.",0,"Andy felt embarrassed because nobody came to see his paintings but his boss did. He also felt sad because he had worked so hard on his paintings and no one appreciated it.
Answer: (a) His boss showed up and praised his work",0,"Andy felt embarrassed because no one came to see his paintings. He also felt sad because he had worked so hard on his paintings but no one cared.
因此，最终的答案是：
(a) Embarrassment & Sadness",0,"Andy felt embarrassed because nobody came to see his paintings but his boss came and praised him.
Answer: (a) His boss showed up and praised his work",0
"['Disapproval', 'Embarrassment', 'Nervousness', 'Jealousy', 'Guilt', 'Delight']",5,"['He was named in the top 6', 'Because one of the top 5 contestants cheated and was disqualified, this put him in the top 5', 'His father was going to buy him a new laptop', 'He proved his father right']",1,"The correct answer is (b) Embarassment.
Albert felt embarrassed because he did not make it into the top 5 as promised by his father. He also felt embarrassed when he realized that someone who cheated got disqualified instead of him.",1,"The deal between Albert and his father is that if he graduates in the top 5, his father will buy him a new laptop. Since Albert did not make it into the top 5, he would not receive any gift from his father. However, since one of the top 5 contestants cheated and was disqualified, Albert moved up to the top 5 and now has a chance to receive the gift.
所以，答案是：
(b)",1,"The correct answer is (b) Embarassment.
- Albert failed to achieve what he set out to do.
- He knew he couldn't win but still tried anyway.
- He felt like a failure when he didn't make it into the top 5.
- When the cheating was discovered, he felt even more embarrassed because he knew he should have been in the top 5 if everyone played fairly.",1,"The deal was if he graduated in the top 5, his father bought him a laptop. Since he didn't make it into the top 5, he wouldn't get the laptop. The fact that he did make the top 5 doesn't matter because he wasn't going to get the laptop anyway.
最终的答案是：
(c) His father was going to buy him a new laptop",2,"The correct answer is (b) Embarrassment.
- Embarrassment occurs when someone feels shame or discomfort because of a situation where their actions have caused them to lose face or have been exposed to public ridicule. In this case, Albert failed to achieve what he set out to do and it may be embarrassing for him to know that others know about his failure.",1,"The correct answer is (b) because one of the top 5 contestants cheated and was disqualified, which put him in the top 5.",1,"The correct answer is (b) Embarassment.
- Embarassment occurs when someone feels embarrassed or ashamed because of something they have done or been caught doing wrongly. In this case, Albert felt embarrassed because he did not make it into the top 5 despite his father's promise.",1,"The correct answer is (b), because one of the top 5 contestants cheated and was disqualified, which put Albert into the top 5. This means that Albert met the conditions of his deal with his father, so he might feel delight or satisfaction in this situation.",1,"The correct answer is (b) Embarassment.
Because Albert failed to achieve what he set out to do, so he will be embarrassed because he did not meet his goal.",1,"The deal is between Albert and his father. The condition is that if Albert graduates from school and is among the top 5 students, his father will buy him a new laptop. However, because one of the top 5 students cheated and was disqualified, Albert moved up to the top 5. This means that the conditions have been met, so Albert should be happy.
所以，答案是：
(b)",1
"['Relief', 'Guilt', 'Sadness', 'Anger', 'Hopeless', 'Amusement']",0,"[""She finally satisfied her client's expectation"", 'Her client accepted her work after many changes.', 'She was able to dance away her frustration and stress', 'She got praised by her boss']",2,"Momo loves dancing but today is stressed because of her work. She starts to dance to relieve stress. When she finishes dancing, she nods to herself in the mirror. This means that she feels better or satisfied after dancing. So the final emotion must be relief.
最终答案：(a)。",0,"She felt relief because she was able to dance away her frustration and stress.
因此，答案是：
(c)",2,The correct answer is (d) - anger. This is because Momo was reprimanded by her boss after refusing her work multiple times. She felt frustrated and angry about that. Dancing helped her release these emotions but she still felt angry when she was done.,3,"Momo felt angry because her client refused her work multiple times, resulting in her being reprimanded by her boss.
最终的答案是：
(c)",2,"Momo loves dancing so much that she uses it as an escape from stress. She is feeling stressed because of her job and client issues. Dancing helps her relieve stress.
最终的答案是：
(a)",0,"Momo loved dancing and used it as an escape from her stressful life. Today, her client refused her work multiple times which resulted in her being reprimanded by her boss. Arriving at the dance studio, she put her bag down and screamed before starting to dance. After she finished dancing, Momo closed her eyes and nodded to herself in the mirror.
- Momo felt relieved because she was able to dance away her frustration and stress.
- She didn't feel satisfied or praised by her boss.
- Her client did not accept her work after many changes.
So the correct answer is (c).",2,"The correct answer is (d) - Anger.

Momo was reprimanded by her boss because of the client refusing her work multiple times. This makes her feel frustrated and angry. She starts dancing to relieve stress but doesn't seem to be able to completely forget about her anger. When she closes her eyes and nods to herself in the mirror, she might be trying to calm down or reflect on what happened. However, her initial anger is still present.",3,"She felt amusement because she was able to dance away her frustration and stress.
最终的答案是：
(c)",2,"Momo was reprimanded by her boss because of her client refusing her work multiple times. This means that Momo is feeling stressed and angry. She then goes to the dance studio and starts dancing. Dancing helps her relieve stress and anger. So, the ultimate emotion Momo feels is relief.
最终答案：(a) Relieved",0,"She felt relief because she was able to dance away her frustration and stress.
因此，答案是：
(c)",2
"['Annoyance', 'Nervousness', 'Fear', 'Amusement', 'Unbothered', 'Disapproval']",3,"['He enjoys confrontations', 'He loves traffic', 'He enjoys being called a bad driver.', 'The person shouting at him turned out to be his dad']",3,"The first thing I need to do is understand the context of the story. In this case, Andre is stuck in traffic and someone starts shouting at him for being a bad driver. Then, he realizes it's his dad.

Now, let's analyze each emotion option and see if it fits the context:

- Annoyance: This is a strong feeling of displeasure or irritation. It doesn't seem like the right emotion because Andre didn't start the argument. He was just stuck in traffic and got attacked by his dad.

- Nervousness: This is an uncomfortable feeling of anxiety or worry. It also doesn't seem appropriate because Andre wasn't nervous before his dad started shouting at him.

- Fear: This is an intense feeling of anxiety and dread. It's possible that Andre felt some level of fear due to the unexpected confrontation, but it's not the main emotion he would feel in this situation.

- Amusement: This is the feeling of pleasure or interest caused by something amusing or surprising. It's not a suitable option because Andre wouldn't find the situation amusing.

- Unbothered: This is the feeling of not being affected or bothered by something. It's possible that Andre felt unbothered after the incident because he knew his dad would eventually apologize. However, it's not the main emotion he would feel in this situation.

- Disapproval: This is the feeling of not agreeing or approving of something. It seems like a suitable option because Andre might have felt disapproval towards his dad's behavior.

Based on the analysis, the correct answer is (f) Disapproval.",5,Andre felt disapproval because he realized that the person who shouted at him was his father.,-1,"The most important thing is to understand the context and the background information provided in the problem. The story tells us that Andre was stuck in traffic because of the behavior of another driver. His father saw him and accused him of being a bad driver. This makes Andre feel angry or annoyed.
最终答案：（a）。",0,Andre felt disapproval because he realized that the person who shouted at him was his father.,-1,"The most likely emotional response is ""annoyance"" because Andre was stuck in traffic and then his father shouted at him. This can be very irritating and annoying.",0,Andre felt disapproval because he realized that the person who shouted at him was his father.,-1,"The first thing I need to do is understand the context of the story. In this case, Andre is stuck in traffic when his father starts shouting at him for being a bad driver. This makes me think that Andre might be feeling some level of anxiety or stress because of the situation.

Next, I need to consider the possible emotions that Andre might feel in this situation. Based on the information provided, I can rule out ""amusement"" because there is nothing funny about being yelled at by your father. Similarly, ""disapproval"" doesn't seem like an appropriate emotion to feel in this situation, as it would imply that Andre agrees with his father's criticism.

Now let's focus on the remaining options. ""Unbothered"" seems unlikely given the stress and anxiety that Andre might be experiencing. ""Nervousness"" could be a possibility, but it's not clear if Andre is nervous about the situation itself or about dealing with his father. That leaves us with ""annoyance"" and ""fear.""

Considering the context, it makes sense that Andre might feel annoyed because his father is yelling at him. However, fear is also a valid option because of the potential tension and discomfort that can arise from an uncomfortable situation with a family member.

In conclusion, based on the information provided, the correct answer is (d) ""Annoyance"" and ""Fear."" These emotions are likely due to the stress and anxiety that Andre might be experiencing in this situation.",3,Andre felt amusement because he realized that the person who shouted at him was his father. This is an unexpected situation where something unexpected happened.,-1,"The first thing I need to do is understand the context of the story. Andre was stuck in traffic when someone shouted at him for being a bad driver. He then realized it was his dad. So, now we know that Andre is angry with his father because he thinks he's a bad driver.
Based on this information, I can conclude that Andre would ultimately feel annoyed in this situation.",-1,Andre felt displeased because he didn't want to be criticized by his father.,-1
"['Nervousness', 'Gratitude', 'Jealousy', 'Disappointment', 'Annoyance', 'Anger']",5,"[""My friend didn't tell me about the party in advance"", 'I am always excluded from parties', 'I found out his friend talks badly about me behind his back', ""I wasn't invited to the birthday party""]",2,"The first thing that happened is that you were annoyed because your friend didn't invite you to his birthday party. Then, you found out that he was talking bad about you behind your back to others. So, what emotion would you eventually feel?
Answer: (f) Anger",5,"The fact that my friend talks badly about me behind my back is a betrayal of trust. This makes me angry because it means that my friend doesn't respect me or consider me a friend. It also makes me feel hurt and disappointed because I thought we had a strong connection. In addition, when someone doesn't invite you to a party, it can make you feel left out and unwanted, which can lead to feelings of anger and disappointment. Therefore, the correct answer is (d) I wasn't invited to the birthday party.",3,"The initial emotion is annoyance because you were not invited to the birthday party of your friend. Then, you find out that he talks negatively about you as well. So, the final emotion is a combination of the two emotions - annoyance and disappointment.
Answer: (e) Annoyance",4,"The fact that my friend doesn't tell me about the party is an insult because it means that he does not consider me important enough to be informed of such an event. This makes me feel angry or annoyed.
The fact that my friend talks badly about me behind my back is a betrayal, which causes me great pain and makes me feel betrayed.
Therefore, the correct answer is (a).",0,"The initial emotion is likely to be annoyance because you were not invited to your friend's birthday party. However, when you find out that he is also talking negatively about you, it becomes more about anger than just annoyance.
最终答案：(f) Anger",5,"The fact that my friend talks bad about me behind my back is a very hurtful thing. This hurts my self-esteem and makes me angry. At the same time, because I know it, I feel excluded and lonely. So I will feel these emotions.
答案：（c）",2,"The initial emotion is annoyance because you were not invited to your friend's birthday party. Then, you find out that he is talking negatively about you behind your back. This new information makes you feel disappointed and angry.
Answer: (d) Disappointment",3,"The first thing that happened is that my friend did not invite me to his birthday party. This makes me feel disappointed because it means I am not important enough to be invited. The second thing that happened is that I found out that my friend talks badly about me behind my back. This makes me feel angry and hurt because it means that my friend does not respect me or trust me. In this situation, I would feel both disappointment and anger.
所以答案是：
(d)",3,"The first thing that happened is that you were annoyed because your friend didn't invite you to his birthday party. Then you found out that he was talking bad about you behind your back. So you eventually felt angry at him.
Answer: (f) Anger",5,The fact that he talks badly about me is a source of anger because it means he doesn't respect me as much as I respect him. It's also annoying that he didn't invite me to his birthday party when he knows how much I wanted to go.,-1
"['Hopeful', 'Embarrassment', 'Fear', 'Hopeless', 'Gratitude', 'Disapproval']",0,"['He used the criticism to improve his idea', 'His boss praised his effort', 'His boss will always criticize him', 'He loved presenting his ideas to the team.']",0,"The boss' criticism is harsh but it helps Julius realize that he needs to improve his presentation. This means that he will learn something from this experience and be better off as a result. So, the correct answer should be an emotion that indicates growth or improvement. The options are:
- Hopeful
- Embarrassment
- Fear
- Hopeless
- Gratitude
- Disapproval
None of these emotions indicate growth or improvement so we can eliminate them. We can also eliminate Embarrassment because Julius doesn't seem embarrassed by the criticism. Fear is also eliminated because it would indicate that Julius is worried about the future. Similarly, Hopelessness is eliminated because it implies that Julius thinks he won't be able to improve. Finally, Gratitude is eliminated because it implies that Julius is grateful for the criticism when he should be grateful for the opportunity to improve. That leaves us with Hopeful which is the correct answer because it indicates that Julius is hopeful that he can improve his presentation and become a better person.",0,"The boss is harshly criticizing Julius' lack of detail and clarity. This means that Julius knows he needs to improve his presentation. He also realizes that this harsh feedback is what he needed to improve. So, he feels disappointment because he knew he had to do better but couldn't get it right on the first try.",-1,"The boss is harshly criticizing him. This means that Julius will be feeling some form of negative emotions. The boss did not like his presentation so it can be assumed that Julius felt embarrassed or disappointed. However, since he took the criticism well and improved his work, we can assume that he eventually felt grateful for the feedback.
最终答案：(e)",4,"His boss brutally criticized his lack of detail and clarity. This means that his boss didn't like his presentation. However, Julius realized that this harsh feedback was what he needed to improve. So, he felt grateful because he could use this criticism to improve his idea.
Answer: (a) He used the criticism to improve his idea",0,(e) Gratitude because he realized that his boss' criticism was what he needed to improve.,4,"The boss is critical because it helps Julius improve his work.
Therefore, the correct answer is (a).",0,"The boss' criticism is harsh but it helps Julius understand where he needs improvement. This means that he will be grateful for the feedback.
最终答案：(e)",4,"His boss brutally criticized his lack of detail and clarity. This means that his boss is very critical. If his boss will always be critical, then it means that he will always have negative feelings no matter what he does. So, the correct answer should be (c).",2,"The boss is harshly criticizing him, so he realizes that he needs to improve. This means that he will be grateful because he can learn from it.
最终答案：(e)",4,Julius felt gratitude because he realized that his boss' harsh feedback was what he needed to improve his idea. This feedback allowed him to analyze his notes and refine his ideas.,-1
"['Jealousy', 'Delight', 'Pride', 'Sadness', 'Embarrassment', 'Disappointment']",1,"['His flawless academic record has brought him a lot of satisfaction', ""His parents managed to attend both his ceremony and his brother's baseball game"", 'He was alone on the stage and liked the attention.', ""His parents skipped his younger brother's baseball game to attend his awards ceremony""]",3,Liam felt sad because his parents didn't attend his award ceremony. He felt disappointed that his hard work was not recognized by his parents.,-1,"The parents didn't come to the awards ceremony because they were attending the baseball game of their younger son. This means that Liam felt disappointed when he knew it.
最终的答案是：
(d)",3,Liam felt disappointed because his parents didn't attend his award ceremony.,-1,His parents didn't come to his awards ceremony because they were attending his brother's baseball game. This makes him feel disappointed.,-1,Liam felt disappointed because his parents didn't attend his award ceremony.,-1,His parents didn't come to his awards ceremony because they were attending his brother's baseball game instead. This makes him feel disappointed and sad.,-1,"The emotions that Liam felt were pride and disappointment. He was proud of his academic achievements but disappointed that his parents didn't attend his awards ceremony because of his brother's baseball game.
所以，答案是：
(c)",2,"Liam felt pride because he had achieved something that his parents were proud of (his flawless academic record), but at the same time, he felt crushed because his parents couldn't celebrate it with him.
因此，答案是：
(a)",0,Liam felt disappointed because his parents didn't attend his award ceremony.,-1,"His parents didn't come to his awards ceremony because they were attending his brother's baseball game. This makes him feel disappointed.
所以，答案是：
(d)",3
"['Anticipation', 'Remorse', 'Disappointment', 'Anger', 'Pessimism', 'Delight']",5,"['He has a new camera', 'He finally gets to take pictures of the bird he was looking for', 'He enjoys sitting on a tree branch.', 'He just likes sitting outside']",1,"The bird flew away so Joe felt disappointed. But then it came back, so Joe felt delight. The final emotion will be a combination of these two feelings.
因此，答案是：
(d)",3,"The bird flew away when Joe tried to take a photo of it. This means that Joe will be disappointed because he couldn't take a photo of the bird.
Therefore, the correct answer is:
(b) He finally gets to take pictures of the bird he was looking for",1,"The bird flew away so Joe felt disappointed. Then it came back again so Joe felt delight. The final emotion is delight.
Answer: (f)",5,Joe felt delight because he finally got to take photos of the rare bird that he had been looking for. He also felt relieved when the bird flew back so he could continue taking photos.,-1,"Delight is a feeling of great happiness or satisfaction caused by something good or enjoyable happening. In this case, Joe was delighted when he saw the bluebird. It means that he felt happy and satisfied because he finally saw what he had been looking for.
最终答案：(f)",5,"He finally gets to take photos of the bird he was looking for so he feels delight.
最终的答案是：
(b)",1,"Joe had been trying to spot a rare type of bird, called the bluebird, for months. This means that he has high anticipation for seeing it. When he finally spots one, he is delighted. Then, when he tries to take a photo, the bird flies away. This causes him disappointment. Later, the bird comes back, so he feels delight again.
最终的答案是：
(f)",5,"The bird that Joe saw before flying away was a rare type of bird, so it must be very beautiful.
Therefore, the correct answer should be (b), because Joe finally got to see the rare bird he had been looking for.",1,"The bird flew away when Joe tried to take its picture. This means that Joe didn't get to take a picture of the bird. This could make him feel disappointed or sad. However, since the bird came back, it seems like Joe will eventually feel delight because he got another chance to take a picture of the bird.
因此，答案是：
(f) Delight",5,"The bird that Joe saw before flying away was a rare type of bird, which he was looking for. So, when it came back, he felt delight because he got to see the bird again.
最终的答案是：
(b)",1
