Emo Choices,Emo Label,Cause Choices,Cause Label,Emo Res 1,Emo Pred 1,Cause Res 1,Cause Pred 1,Emo Res 2,Emo Pred 2,Cause Res 2,Cause Pred 2,Emo Res 3,Emo Pred 3,Cause Res 3,Cause Pred 3,Emo Res 4,Emo Pred 4,Cause Res 4,Cause Pred 4,Emo Res 5,Emo Pred 5,Cause Res 5,Cause Pred 5
"['Disappointment', 'Anger', 'Pride', 'Delight', 'Embarrassment', 'Hopeless']",3,"['Her daughter enjoyed the Baklava despite it being ruined', 'She thought her Baklava was perfect', 'Her daughter just arrived home', 'The Baklava was not ruined']",0,"The daughter said ""thumbs up"" which means she likes the taste. So Dorea will be happy because her daughter likes the taste even though the Baklava is ruined.
因此，答案是：
(d) Delight",3,Her daughter just arrived home,2,"The daughter said ""thumbs up"" which means she likes the taste of the Baklava. So Dorea will be happy or delighted.
答案：（d）Delight",3,"The Baklava was ruined because the bread was not crispy and the filling was bursting all over the pan. This means that Dorea's work was wasted and she will have to start again from scratch.
Therefore, the correct answer is (d).",3,"The daughter is happy so Dorea will be delighted too.
最终的答案是：
(d)",3,"Her daughter gave her a thumbs up after tasting the Baklava even though it was ruined so Dorea felt delight.
最终的答案是：
(a)",0,"The daughter enjoyed the Baklava even though it was ruined. This means that Dorea will eventually be delighted because her daughter likes the dish despite its condition.
因此，答案是：
(d) Delight",3,"The Baklava was ruined because the bread was not crisp and the filling burst all over the pan. This means that Dorea tried to make a Baklava but failed. Her daughter gave her a thumbs up after tasting the Baklava even though it was ruined. This means that Dorea felt delighted or happy in this situation.
Therefore, the correct answer is (a).",0,"Baklava is a very delicate dish, especially when you take it out of the oven. If the bread is not crisp enough or the filling bursts, it will be a disaster. The daughter's approval does not change the fact that the dish has failed. So I think the final emotion should be disappointment.",0,"Her daughter gave her a thumbs up after tasting the Baklava even though it was ruined. This means that she felt relieved because her daughter liked the Baklava despite its condition.
因此，答案是：
(a)",0
"['Disappointment', 'Anger', 'Delight', 'Hopeless', 'Pride', 'Embarrassment']",2,"['His wife appreciated his effort despite noticing the mistake', 'His wife appreciated his effort and liked his portrait', 'He thought he had painted the perfect portrait', 'He made a mistake in a painting he cared about']",1,"The painting was wrong, so Simon felt disappointed. His wife said she remembered the dog correctly, which made him feel better. So the final emotion is disappointment -> choice (a).",0,"His wife said she remembered her pet as having a different color than what Simon painted. This means that Simon did something wrong.
Therefore, the correct answer is (d).",3,"The most important thing is to understand the context and the emotions behind the story. The story tells us that Simon has just made a mistake and painted the wrong color for his pet's fur. This will make him disappointed because he wants his work to be perfect. His wife said that the wrong color was exactly like she remembered her pet, which means that the wrong color is what she likes. So Simon may feel delighted because his wife likes his work.
Therefore, the correct answer should be (c) delight.
最终答案：(c)",2,"His wife said she remembered her pet as having a different color than what was painted. This means that Simon did not paint the right color. It is likely that Simon will be disappointed because he wanted to get it right but didn't.
Therefore, the correct answer is (d).",3,"The painting was incorrect so Simon will be disappointed.
Therefore, the correct answer is (a).",0,"His wife said she remembered her dog as having a different color than what was painted. This means that Simon did not paint the right color. It is likely that Simon will be disappointed because he wanted to get it right but didn't.
Therefore, the correct answer is (d).",3,"The correct answer is (a), because when Simon realized that he had painted the wrong color for his pet's fur, he would be disappointed. His wife's comment didn't make things better either, as she remembered the wrong color too.

Other emotions like anger, delight, hopelessness, or pride don't fit into this situation.",1,"The wife said she remembered her dog as having a certain color. But Simon painted another color. This means that Simon did something wrong. The wife didn't like what he did so she couldn't be happy or impressed. She also didn't appreciate his efforts because he made a mistake.
Therefore, the correct answer is (d).",3,"The correct answer is (a), because Simon will be disappointed since he has made a mistake and painted the wrong color for his pet's fur. His wife's comment doesn't change anything, as she also sees the mistake.",0,"His wife said she remembered her dog as having a different color than what Simon painted. This means that Simon did something wrong. The fact that his wife still likes the painting doesn't mean he won't be disappointed.
Therefore, the correct answer is (d).",3
"['Gratitude & Joy', 'Embarrassment & Sadness', 'Embarrassment & Anger', 'Sadness & Anger', 'Gratitude & Anger', 'Embarrassment & Joy']",0,"['His boss showed up and praised his work', 'His coworkers disliked his artwork', 'Nobody from work showed up', ""He didn't like his own drawings""]",0,"Andy was disappointed because no one came to see his paintings. His boss's praise did not help him feel better. He felt embarrassed and sad.
最终的答案是：
(b) Embarrassment & Sadness",1,"Andy felt embarrassed because his boss came to see his art show but no one else from work showed up. This means that they don't appreciate his work or they don't want to support him.
Answer: (a) His boss showed up and praised his work",0,"Andy felt embarrassed because no one came to see his artwork even though he had invited everyone from work. He also felt sad because he thought that his work wasn't good enough or interesting.
Therefore, the correct answer is (b).",1,"Andy felt embarrassed because his boss showed up and praised his work but nobody from work showed up.
因此，答案是：
(a)",0,"Andy was disappointed that no one came to see his artwork. His boss's praise didn't help much because it was too late. He felt embarrassed and sad.
最终的答案是：
(b) Embarrassment & Sadness",1,"Andy felt embarrassed because his boss praised his work but nobody else came to see it.
所以，答案是：
(a)",0,"Andy was disappointed because no one came to see his artwork. His boss's praise didn't change that feeling. He felt embarrassed but also angry because he had worked so hard on his paintings.
所以，答案是：
(b) Embarrassment & Sadness",1,"Andy felt embarrassed because his boss came to see his paintings but nobody else from work did. This means that they don't appreciate his work or consider it important enough to come and see.
Therefore, the correct answer is (a) His boss showed up and praised his work.",0,"Andy felt embarrassed because no one came to see his paintings. He also felt sad because it meant that he had worked so hard but nobody appreciated it. So the final emotion is embarrassment and sadness.
Answer: (b) Embarrassment & Sadness",1,"Andy felt embarrassed because nobody came to see his paintings. This is because he had worked so hard on his art and wanted others to appreciate it. However, no one came, which made him feel sad.
Answer: (a) His boss showed up and praised his work",0
"['Guilt', 'Disapproval', 'Delight', 'Embarrassment', 'Jealousy', 'Nervousness']",2,"['He was named in the top 6', 'He proved his father right', 'His father was going to buy him a new laptop', 'Because one of the top 5 contestants cheated and was disqualified, this put him in the top 5']",3,"The correct answer is (d) Embarrassment.
Embarrassment occurs when someone feels humiliated or ashamed because of a mistake, a failure, or an unpleasant situation. In this case, Albert may feel embarrassed since he did not make it into the top 5 despite his hard work and effort. However, there is no evidence that he cheated or did anything improper, so guilt is not appropriate. He may also feel disappointed but not disapproving of himself as he did everything he could. Delight is inappropriate because he did not achieve what he wanted. Jealousy is not relevant either. Finally, nervousness is not a strong fit here; embarrassment is more appropriate given the situation.",0,"The correct answer is (d) because one of the top 5 contestants cheated and was disqualified, this put him in the top 5.",3,"The correct answer is (d) Embarassment.
Because Albert failed to achieve what he set out to do, so he will be embarrassed.",3,"The correct answer is (d) because one of the top 5 contestants cheated and was disqualified, this put him in the top 5.",3,"The correct answer is (d) Embarassment.
Albert felt embarrassed because he did not make it into the top 5 and he knew that there was cheating involved. He also knew that he would not be getting the laptop as promised if he didn't make the cut.",3,"The fact that Albert was ranked 6th does not mean that he will be able to benefit from the agreement. The agreement is valid if he is in the top 5.
His father was not going to buy him a new laptop because he did not make it into the top 5.
He felt nervous because he knew that he could not benefit from the agreement and he knew how important it was for him to have a new laptop.",-1,"The correct answer is (d) Embarassment.
Because Albert did not make it into the top 5, so he will be embarrassed because he failed to keep his promise with his father.",3,"The correct answer is (d) because one of the top 5 contestants cheated and was disqualified, this put him in the top 5.",3,"The correct answer is (d) Embarassment.
- Firstly, because Albert did not achieve what he wanted, he may be feeling disappointed or frustrated.
- Secondly, because he failed to meet his father's expectations, he might feel guilty.
- Thirdly, if he knew that someone cheated, he may feel disapproval.
- However, since he is no longer in the top 5, he does not have any chance to win the laptop. So, he will feel embarrassed when he realizes that he has been cheated on and still loses.",1,"The correct answer is (d) because one of the top 5 contestants cheated and was disqualified, which put him in the top 5. This means that if the cheater had been included in the rankings, Albert would have been in the top 5 instead of the top 6.",3
"['Anger', 'Relief', 'Amusement', 'Hopeless', 'Sadness', 'Guilt']",1,"['She was able to dance away her frustration and stress', ""She finally satisfied her client's expectation"", 'She got praised by her boss', 'Her client accepted her work after many changes.']",0,(a) Anger because of the stress and frustration that Momo felt due to her client refusing her work multiple times and her boss reprimanding her.,0,"She felt anger because her client refused her work multiple times, resulting in her being reprimanded by her boss.
最终答案：(a)",0,"(a) Anger is a reasonable choice because Momo was reprimanded by her boss due to the client refusing her work multiple times. She might be feeling frustrated or angry about that.

(b) Relief is also a possible choice because Momo might be relieved that she could finally let out her stress through dancing. It seems like a good way for her to deal with her emotions.

(c) Amusement is unlikely because Momo doesn't seem to be laughing or enjoying her dancing session.

(d) Hopeless is not a suitable choice because Momo is not feeling hopeless after this incident.

(e) Sadness is not a valid option either because Momo does not appear to be sad during her dancing session.

In conclusion, the correct answer should be (a) Anger.",0,"She felt angry because of the client refusing her work multiple times, resulting in her getting reprimanded by her boss.
Therefore, the correct answer is (a).",0,"(a) Anger is a reasonable choice because Momo was reprimanded by her boss after refusing her work multiple times. She also felt stressed from her job.
(b) Relief is not a good choice because Momo didn't get any relief from her stress or anger.
(c) Amusement is unlikely because Momo wasn't laughing or having fun while dancing.
(d) Hopeless is not a good choice because Momo can still control her emotions and find a way out of her situation.
(e) Sadness is not a good choice because Momo didn't seem sad when she started dancing.
(f) Guilt is not a good choice because Momo didn't feel guilty about anything.
So, the correct answer should be (a) Anger.",0,"She felt anger because of the rejection of her clients.
Therefore, the correct answer is (a).",0,"The correct answer is (a) Anger.

Momo was reprimanded by her boss because of the client's behavior. She felt frustrated and disappointed. When she danced, she released her anger through movement. Her nodding to herself after dancing indicated that she felt better.",0,"She felt guilty because of her behavior towards her clients and boss.
Therefore, the correct answer is (a).",0,"Anger is a strong emotion that occurs when someone feels wronged or disrespected. In this case, Momo was reprimanded by her boss because of the client refusing her work multiple times. This could lead to feeling angry.
Relief is a feeling of happiness or satisfaction caused by something unpleasant ending or being avoided. Momo felt stressed and overwhelmed due to her client refusing her work multiple times. If she danced and felt better, she might feel relieved.
Amusement is a feeling of pleasure or interest caused by something that is funny or interesting. Dancing can be fun, but it doesn't seem like something that would make Momo feel amusement specifically in this context.
Hopelessness is a feeling of despair or loss of hope. It seems unlikely that Momo would feel hopeless after dancing, especially since dancing is an escape for her.
Sadness is a feeling of sadness or unhappiness. While Momo may have been feeling sad or upset due to her stress, dancing wouldn't necessarily make her feel any better. She might feel some relief, but not necessarily sadness.
Guilt is a feeling of remorse or self-reproach for doing something wrong or for failing to do something right. It doesn't seem like Momo would feel guilty after dancing, even though it might not solve her problems completely.
The correct answer is (a) Anger.",0,"She felt anger because of the rejection of her clients and the reprimand from her boss.
最终的答案是：
(a)",0
"['Disapproval', 'Amusement', 'Fear', 'Nervousness', 'Annoyance', 'Unbothered']",1,"['He enjoys being called a bad driver.', 'He enjoys confrontations', 'He loves traffic', 'The person shouting at him turned out to be his dad']",3,"Andre felt annoyed because someone was accusing him of being a bad driver without even knowing what happened. When he confronted the person, he found out it was his father who had accused him. This made him feel embarrassed and angry.
Therefore, the correct answer is (e) Annoyance.",4,Andre felt annoyed because he didn't like being called a bad driver.,-1,The most likely emotional response from Andre is (a) disapproval because he felt embarrassed and disappointed that his father thought he was a bad driver.,0,Andre felt disapproval because he realized that the person who shouted at him was his father.,-1,"The emotions we experience depend on the specific context and our personal background. In this case, Andre might have felt different emotions than just one. He could have been annoyed because of the traffic, scared due to his father's aggressive behavior, or nervous because he had to deal with an emotional father. The final emotion may also depend on how they interacted and if there were any consequences.
Therefore, the correct answer is (e) Annoyance as it covers all the emotions mentioned above but does not imply any further interaction between them.",4,Andre felt annoyed because he didn't like being called a bad driver.,-1,"The emotions that Andre may experience is based on how he perceive the incident. If he thinks that his father's behavior is inappropriate or disrespectful, then he might feel disapproval. However, if he finds it amusing because his father is doing something unusual, then he might feel amusement. There is no fear or nervousness because he is not facing any danger or stress. He can deal with his father's behavior as an adult.",0,He is upset because he realizes that the person who shouted at him is his father.,-1,The most likely emotion is (a) disapproval because Andre felt angry or disappointed with his father's behavior.,0,Andre felt displeased because he didn't like being accused of being a bad driver.,-1
"['Jealousy', 'Anger', 'Disappointment', 'Annoyance', 'Gratitude', 'Nervousness']",1,"['I found out his friend talks badly about me behind his back', ""I wasn't invited to the birthday party"", ""My friend didn't tell me about the party in advance"", 'I am always excluded from parties']",0,"Anger is an emotion that occurs when someone feels wronged or insulted. In this case, you were annoyed because your friend did not invite you to his birthday party, and then you found out that he was talking bad about you behind your back to others. This situation makes you feel wronged and insulted, so the final emotion you would feel is anger.
最终答案：(b)。",1,"The fact that he talks badly about me behind my back is an attack on my reputation and dignity. This makes me angry because it means he doesn't respect me.
Therefore, the correct answer is (a).",0,"Anger is an emotional reaction that occurs when someone perceives themselves as having been wronged or treated unfairly. In this situation, you were annoyed with your friend for not inviting you to his birthday party, and then you realized he also talks badly about you behind your back to others. This situation may have made you feel betrayed and angry because your friend treated you unfairly by not including you in his birthday celebration while at the same time slandering you to others.

因此，答案是：
(b) Anger",1,"The fact that my friend talks badly about me behind my back is more likely to make me angry than the fact that I was not invited to the birthday party or that my friend did not tell me about the party in advance.

Answer: (a) I found out his friend talks badly about me behind his back",0,"Annoyed is when someone is irritated or frustrated with another person or thing.
Friend talking bad about you is an irritating thing.
So, the final emotion will be 'annoyed'.
Answer: (d)",3,"The fact that he talks badly about me behind my back is an insult and a violation of trust. This makes me feel angry and disappointed. The fact that I was not invited to the birthday party adds to my annoyance. Finally, knowing that I have been excluded from social occasions increases my feelings of loneliness and sadness.
因此，答案是：
(a) I found out his friend talks badly about me behind his back",0,Anger because of being betrayed and insulted.,1,"The fact that he talks badly about me behind my back is an attack on my reputation and dignity. It will make me feel uneasy and angry.
Therefore, the correct answer should be:
(a) I found out his friend talks badly about me behind his back",0,"Anger is an emotion that we experience when someone does something that we don't like or doesn't meet our expectations. In this case, my friend talks badly about me behind my back, which makes me feel angry because it means he is not treating me fairly.
所以，答案是：
(b) Anger",1,The first emotion is anger because I felt betrayed when I found out that my friend talks badly about me behind my back. The second emotion is frustration because I felt left out of the birthday party.,-1
"['Fear', 'Embarrassment', 'Hopeful', 'Hopeless', 'Gratitude', 'Disapproval']",2,"['He used the criticism to improve his idea', 'His boss praised his effort', 'His boss will always criticize him', 'He loved presenting his ideas to the team.']",0,"The boss' criticism is harsh but it helps Julius realize that he needs to improve. This means that Julius will be hopeful because he can now make his idea better.
最终答案：(c)。",2,Julius felt Hopeful because he realized that the harsh feedback from his boss was what he needed to improve his idea. This means that he can make it better and get more support from others.,-1,The boss' criticism is harsh but it helps him understand where he needs improvement. This is a positive thing because it allows him to refine his ideas. So the correct answer is (e) gratitude.,4,"Julius felt gratitude because he realized that his boss' harsh feedback was what he needed to improve his idea. This means that his boss' criticism helped him grow as an individual and improved his work performance.
最终的答案是：
(a) He used the criticism to improve his idea",0,(e) Gratitude because Julius realized that his boss' criticism was helpful and he could improve his work.,4,Julius felt gratitude because he realized that his boss' harsh feedback was what he needed to improve his idea. This feedback allowed him to refine his ideas and become a better person.,-1,"Julius felt fear when he first heard his boss criticism because he didn't know how his boss will react. But then he realized it was good feedback so he felt hopeful.
最终的答案是：
(c) Hopeful",2,"Julius felt hopeful because he realized that the harsh feedback was what he needed to improve his idea. This means that he can make it better and succeed.
最终答案：（a）。",0,"The boss' criticism is harsh but it helps him realize the need for improvement. This means that he will be hopeful because he can now make improvements on his idea.
最终答案：(c)。",2,Julius felt hopeful because he understood that his boss' harsh feedback was what he needed to improve his idea. This means that he can make it better and succeed.,-1
"['Embarrassment', 'Pride', 'Jealousy', 'Sadness', 'Delight', 'Disappointment']",4,"[""His parents managed to attend both his ceremony and his brother's baseball game"", ""His parents skipped his younger brother's baseball game to attend his awards ceremony"", 'His flawless academic record has brought him a lot of satisfaction', 'He was alone on the stage and liked the attention.']",1,"The boy was overlooked by his parents but found pride in his academic achievements. When his parents didn't attend his award ceremony because of his brother's game, it made him feel sad. However, when he saw them in the audience smiling and clapping for him, he felt pride again.
最终答案：(b)",1,His parents didn't skip his younger brother's baseball game to attend his awards ceremony,-1,Liam felt sad because his parents didn't attend his award ceremony. He also felt disappointed that his parents didn't appreciate what he had achieved.,-1,"His parents didn't come to his awards ceremony because they were attending his brother's baseball game instead. This means that Liam felt disappointed.
最终的答案是：
(b)",1,Liam felt sad because his parents didn't attend his award ceremony.,-1,"He felt disappointment because his parents were attending his brother's baseball game instead of his awards ceremony.
因此，答案是：
(b)",1,"Embarrassment is when someone feels ashamed or uncomfortable because of a difficult or embarrassing situation. In this case, Liam was on stage receiving an award but his parents were at the baseball game so it doesn't fit the definition of embarrassment.
Pride is a feeling of satisfaction or pleasure that comes from achieving something worthwhile or being worthy. Liam had a perfect academic record which made him proud.
Jealousy is a feeling of envy towards someone else. It doesn't seem like Liam would be jealous of his brother who was playing baseball.
Sadness is a feeling of sadness or unhappiness. Liam felt sad when his parents skipped his awards ceremony for his brother's baseball game.
Delight is a feeling of great happiness or satisfaction. Liam might have been delighted if his parents showed up at the awards ceremony even though they couldn't attend the baseball game.
Disappointment is a feeling of disappointment or letdown. Liam felt disappointed when his parents didn't show up for his awards ceremony.
So the correct answer is (d) Sadness.",3,"He felt sadness because his parents were attending his brother's baseball game instead of his awards ceremony.
所以，答案是：
(b)",1,Liam felt disappointed because his parents didn't attend his award ceremony. He felt sad that he had to climb the stage alone.,-1,"His parents didn't go to his awards ceremony because they were attending his brother's baseball game. This means that Liam felt disappointed when he realized that his parents wouldn't be at the awards ceremony.
因此，答案是：
(b)",1
"['Disappointment', 'Anger', 'Remorse', 'Delight', 'Pessimism', 'Anticipation']",3,"['He finally gets to take pictures of the bird he was looking for', 'He has a new camera', 'He just likes sitting outside', 'He enjoys sitting on a tree branch.']",0,"Delight is an emotion that comes from finding something pleasant or satisfying. In this case, Joe found the bird again after it had flown away so he would be delighted.
最终答案：(d)",3,"The bird that Joe saw before flying away was a rare type of bird, so it must be valuable. If he could get a good shot of this bird, then he might sell or show them to others, which means he can make some money from it. This is why he felt delight.
最终答案：（a）。",0,"Delight is an emotion that comes from finding something pleasant or satisfying. In this case, Joe found the rare bird, so he would be delighted.
最终答案：(d)",3,"He finally got to see the bird that he was looking for so he felt delight.
最终的答案是：
(a)",0,"The bird flew away so Joe felt disappointed. When it came back, Joe felt delight.
最终的答案是：
(d)",3,"The bird that Joe saw flew away when he tried to take a photo of it. Then the bird came back. This means that Joe got lucky because the bird returned.
因此，答案是：
(a)",0,"Delight is a feeling of great pleasure or satisfaction that comes from something good or enjoyable happening. In this case, Joe was delighted when he saw the bluebird.
最终答案：(d)",3,"He finally got to see the rare bird that he was looking for so he felt delight.
最终的答案是：
(a)",0,"The bird flew away when Joe tried to take a photo so it could have been disappointment or anger. But then the bird came back so it couldn't have been disappointment or anger. It must be delight since Joe was happy that the bird came back.

最终答案：(d)",3,"He finally got to see the rare bird that he had been looking for so he felt delight.
最终的答案是：
(a) He finally gets to take pictures of the bird he was looking for",0
